Image#,Crib#,Row,Column,Class 1 Value,Class 2 Value,Classification
38008,15,1,2,1.541318,-2.126803,0
38008,16,0,0,5.930480,-8.345420,0
38008,16,0,1,4.890326,-6.426020,0
38008,16,0,2,1.855385,-3.899745,0
38008,16,1,0,2.588807,-4.037107,0
38008,16,1,1,3.125360,-3.768208,0
38008,16,1,2,3.605443,-4.385131,0
38009,17,0,0,5.933281,-6.752351,0
38009,17,0,1,4.871199,-5.749014,0
38009,17,0,2,0.280962,-1.509749,0
38009,17,1,0,3.067027,-4.156892,0
38009,17,1,1,3.157557,-4.346901,0
38009,17,1,2,1.291870,-2.512673,0
38009,18,0,0,5.633769,-6.254370,0
38009,18,0,1,3.896333,-5.430474,0
38009,18,0,2,4.670720,-4.091055,0
38009,18,1,0,7.178990,-7.175064,0
38009,18,1,1,4.007183,-4.902160,0
38009,18,1,2,2.481194,-3.721337,0
38010,19,0,0,6.168371,-6.296427,0
38010,19,0,1,4.982235,-7.370872,0
38010,19,0,2,0.404706,-3.519711,0
38010,20,0,0,6.767286,-9.069371,0
38010,20,0,1,7.285918,-9.021430,0
38010,20,0,2,6.968013,-8.230887,0
38010,20,1,0,3.222337,-4.203935,0
38010,20,1,1,2.984441,-3.550613,0
38010,20,1,2,0.987173,-2.003985,0
38011,21,0,0,4.349408,-3.530503,0
38011,21,0,1,6.137777,-8.803967,0
38011,21,0,2,2.683653,-3.592377,0
38011,21,1,0,3.844978,-4.469956,0
38011,21,1,1,2.481283,-2.924058,0
38011,21,1,2,1.411983,-1.558095,0
38011,22,0,0,5.455766,-8.655562,0
38011,22,0,1,6.934059,-10.065205,0
38011,22,0,2,5.938354,-5.723004,0
38011,22,1,0,4.144911,-3.258390,0
38011,22,1,1,4.361533,-2.705804,0
38011,22,1,2,4.820192,-3.685990,0
38012,23,0,0,5.398305,-6.449720,0
38012,23,0,1,1.571177,-2.704264,0
38012,23,0,2,3.241067,-3.414697,0
38012,23,1,0,7.039664,-8.897067,0
38012,23,1,1,3.256009,-4.507351,0
38012,23,1,2,3.979807,-5.450351,0
38012,24,0,0,8.031300,-10.542986,0
38012,24,0,1,4.718542,-4.636649,0
38012,24,0,2,1.508722,-1.421236,0
38013,25,0,0,6.546719,-7.528998,0
38013,25,0,1,4.507730,-6.216194,0
38013,25,0,2,4.933569,-6.923059,0
38013,25,1,0,2.741755,-3.591476,0
38013,25,1,1,1.737656,-2.159423,0
38013,25,1,2,1.690032,-2.372471,0
38013,26,0,0,5.033247,-4.440736,0
38013,26,0,1,3.881708,-4.536722,0
38013,26,0,2,2.661672,-3.938169,0
38014,27,0,0,6.017405,-7.365873,0
38014,27,0,1,5.104513,-5.987644,0
38014,27,0,2,5.131853,-8.486194,0
38014,27,1,0,5.184608,-4.781296,0
38014,27,1,1,2.965041,-2.243528,0
38014,27,1,2,5.477677,-4.687035,0
38015,28,0,0,2.802521,-4.000460,0
38015,28,0,1,3.820456,-4.412142,0
38015,28,0,2,4.048801,-3.142724,0
38015,28,1,0,1.055228,-2.609877,0
38015,28,1,1,1.539251,-2.282840,0
38015,28,1,2,3.543630,-4.436450,0
38015,29,0,0,7.348554,-10.647418,0
38015,29,0,1,5.912857,-7.443748,0
38015,29,0,2,3.157678,-2.922105,0
38015,29,1,0,3.265700,-3.622962,0
38015,29,1,1,3.186818,-3.785333,0
38015,29,1,2,2.541082,-3.348246,0
38016,30,0,0,3.382865,-4.475121,0
38016,30,0,1,2.988479,-3.682588,0
38016,30,0,2,4.953895,-7.124559,0
38016,30,1,0,2.852122,-2.484434,0
38016,30,1,1,3.999598,-3.224756,0
38016,30,1,2,4.217725,-3.520950,0
38016,31,0,0,5.887997,-6.485329,0
38016,31,0,1,7.714663,-8.859912,0
38016,31,0,2,3.850800,-4.744485,0
38016,31,1,0,3.776026,-4.424561,0
38016,31,1,1,5.083507,-4.755085,0
38016,31,1,2,3.690475,-2.052483,0
38017,32,0,0,7.154315,-8.035843,0
38017,32,0,1,6.680374,-7.543798,0
38017,32,0,2,4.607757,-6.859331,0
38017,33,0,0,6.277169,-8.225593,0
38017,33,0,1,7.433021,-8.314090,0
38017,33,0,2,6.782769,-7.652083,0
38017,33,1,0,5.861436,-6.564848,0
38017,33,1,1,2.435278,-2.211216,0
38017,33,1,2,4.377553,-5.036133,0
38018,34,0,0,3.802300,-5.223887,0
38018,34,0,1,6.696582,-9.091195,0
38018,34,0,2,-2.344327,0.109411,1
38018,34,1,0,3.165146,-4.013543,0
38018,34,1,1,3.252467,-2.945279,0
38018,34,1,2,1.878134,-2.921049,0
38018,35,0,0,8.016471,-10.351703,0
38018,35,0,1,-0.551148,-1.910765,0
38018,35,0,2,5.925449,-6.762432,0
38018,35,1,0,4.820320,-4.244012,0
38018,35,1,1,3.308910,-3.063273,0
38018,35,1,2,4.372165,-3.405774,0
38019,36,0,0,7.783289,-10.690501,0
38019,36,0,1,6.073805,-6.681423,0
38019,36,0,2,7.996002,-8.429052,0
38019,36,1,0,4.386693,-3.934606,0
38019,36,1,1,5.146137,-5.745717,0
38019,36,1,2,4.076137,-5.697883,0
38019,37,0,0,4.915086,-2.912801,0
38019,37,0,1,8.573636,-9.626800,0
38019,37,0,2,8.681351,-10.525859,0
38020,38,0,0,6.079979,-9.531407,0
38020,38,0,1,3.120926,-4.701367,0
38020,38,0,2,4.473902,-4.873763,0
38020,38,1,0,3.126800,-3.658846,0
38020,38,1,1,3.376287,-3.169895,0
38020,38,1,2,2.415196,-3.592472,0
38020,39,0,0,6.463091,-7.537099,0
38020,39,0,1,5.349928,-7.279968,0
38020,39,0,2,7.301334,-7.922552,0
38021,40,0,0,1.879086,-3.214639,0
38021,40,0,1,4.603708,-5.029652,0
38021,40,0,2,6.324972,-7.357715,0
38021,40,1,0,4.761463,-5.850055,0
38021,40,1,1,5.559973,-6.353314,0
38021,40,1,2,2.467719,-2.855941,0
38022,41,0,0,4.124846,-3.965613,0
38022,41,0,1,4.642861,-6.198854,0
38022,41,0,2,4.523549,-4.136251,0
38022,41,1,0,4.928738,-5.689146,0
38022,41,1,1,5.672342,-6.928255,0
38022,41,1,2,0.966104,-1.691546,0
38022,42,0,0,4.958602,-5.504281,0
38022,42,0,1,5.240006,-5.314845,0
38022,42,0,2,4.428151,-4.281304,0
38022,42,1,0,3.762755,-4.401546,0
38022,42,1,1,7.325593,-9.706218,0
38022,42,1,2,2.188000,-2.925418,0
38022,42,2,0,2.917146,-3.465620,0
38022,42,2,1,3.226917,-2.102626,0
38022,42,2,2,3.527890,-3.765488,0
38023,43,0,0,3.434082,-2.693985,0
38023,43,0,1,4.848611,-5.664842,0
38023,43,0,2,5.915317,-8.253249,0
38023,43,1,0,3.886843,-3.775454,0
38023,43,1,1,1.865909,-2.202054,0
38023,43,1,2,1.258242,-2.283659,0
38023,44,0,0,7.680260,-8.634961,0
38023,44,0,1,5.008270,-3.768848,0
38023,44,0,2,4.017758,-3.283194,0
38024,45,0,0,5.005580,-7.640715,0
38024,45,0,1,5.415297,-5.226826,0
38024,45,0,2,4.751842,-4.847261,0
38024,45,1,0,9.171859,-10.072435,0
38024,45,1,1,4.376901,-6.249499,0
38024,45,1,2,2.580651,-2.575146,0
38024,46,0,0,4.938770,-5.762204,0
38024,46,0,1,5.503467,-6.410849,0
38024,46,0,2,6.529643,-8.248805,0
38025,47,0,0,5.660545,-6.155438,0
38025,47,0,1,5.797559,-6.965386,0
38025,47,0,2,2.665848,-4.636971,0
38025,47,1,0,4.842154,-7.043683,0
38025,47,1,1,4.256006,-2.731396,0
38025,47,1,2,5.133357,-5.136054,0
38025,48,0,0,3.727092,-3.941911,0
38025,48,0,1,9.044445,-9.002790,0
38025,48,0,2,5.443488,-5.985729,0
38025,48,1,0,6.983913,-7.994348,0
38025,48,1,1,2.759747,-2.551823,0
38025,48,1,2,1.287388,-2.287570,0
38026,49,0,0,6.031945,-7.611001,0
38026,49,0,1,3.196997,-4.438649,0
38026,49,0,2,3.080438,-5.037566,0
38027,50,0,0,4.857147,-5.905031,0
38027,50,0,1,6.897985,-9.204723,0
38027,50,0,2,4.459600,-4.917523,0
38027,51,0,0,6.919389,-9.687188,0
38027,51,0,1,4.921941,-5.025547,0
38027,51,0,2,5.160999,-5.769431,0
38027,51,1,0,4.547863,-5.002999,0
38027,51,1,1,1.280360,-1.618697,0
38027,51,1,2,-0.285222,-0.298832,0
38028,52,0,0,2.320306,-3.517876,0
38028,52,0,1,6.539504,-7.144487,0
38028,52,0,2,3.576481,-5.455070,0
38028,52,1,0,6.411787,-6.871214,0
38028,52,1,1,5.915178,-6.484077,0
38028,52,1,2,5.223101,-5.009668,0
38028,53,0,0,-0.658013,-1.511502,0
38028,53,0,1,4.721536,-5.232504,0
38028,53,0,2,6.481631,-8.565529,0
38028,53,1,0,3.750590,-3.831349,0
38028,53,1,1,3.393910,-4.051516,0
38028,53,1,2,-2.465757,2.200067,1
38029,54,0,0,7.079160,-8.717574,0
38029,54,0,1,4.309205,-4.668077,0
38029,54,0,2,2.268673,-3.603972,0
38029,54,1,0,4.275781,-6.456629,0
38029,54,1,1,1.696672,-3.016027,0
38029,54,1,2,3.093813,-5.442508,0
38029,55,0,0,0.810526,-3.082052,0
38029,55,0,1,10.044858,-10.554173,0
38029,55,0,2,5.092389,-5.745839,0
38029,55,1,0,4.780802,-4.987661,0
38029,55,1,1,4.166138,-4.729482,0
38029,55,1,2,3.025225,-2.279614,0
38030,56,0,0,8.162345,-8.684845,0
38030,56,0,1,2.458474,-2.976207,0
38030,56,0,2,3.349366,-0.952353,0
38030,56,1,0,2.650485,-3.312575,0
38030,56,1,1,1.284753,-0.203073,0
38030,56,1,2,0.867381,-2.509224,0
38030,57,0,0,7.279536,-7.697703,0
38030,57,0,1,7.089505,-8.307145,0
38030,57,0,2,4.812788,-5.893950,0
38030,57,1,0,0.870615,-0.358846,0
38030,57,1,1,3.802040,-3.703837,0
38030,57,1,2,1.973061,-3.830245,0
38031,58,0,0,4.894465,-6.893221,0
38031,58,0,1,7.998975,-9.087676,0
38031,58,0,2,4.512657,-5.871787,0
38031,59,0,0,1.888961,-0.799997,0
38031,59,0,1,7.166952,-8.316553,0
38031,59,0,2,2.318261,-3.367702,0
38031,59,1,0,3.506213,-5.532230,0
38031,59,1,1,3.345991,-3.316853,0
38031,59,1,2,6.318029,-7.212865,0
38032,60,0,0,5.369787,-9.969668,0
38032,60,0,1,2.898634,-4.606153,0
38032,60,0,2,4.397928,-5.409513,0
38033,61,0,0,5.661540,-6.179847,0
38033,61,0,1,5.385705,-5.608819,0
38033,61,0,2,2.048634,-3.432655,0
38033,61,1,0,2.131111,-1.546114,0
38033,61,1,1,5.111184,-4.905725,0
38033,61,1,2,3.763672,-2.454842,0
38033,62,0,0,7.363131,-9.326318,0
38033,62,0,1,5.195590,-5.007607,0
38033,62,0,2,2.517602,-2.353010,0
38034,63,0,0,7.968647,-9.831995,0
38034,63,0,1,3.814222,-4.086148,0
38034,63,0,2,7.585189,-8.507320,0
38034,64,0,0,6.046574,-9.282959,0
38034,64,0,1,6.192544,-7.266242,0
38034,64,0,2,4.571060,-3.870701,0
38034,64,1,0,3.765795,-4.059280,0
38034,64,1,1,4.218772,-5.537821,0
38034,64,1,2,1.523610,-1.776554,0
38035,65,0,0,7.581275,-7.670658,0
38035,65,0,1,4.544158,-6.461412,0
38035,65,0,2,5.398649,-4.682028,0
38035,65,1,0,2.219496,-3.872047,0
38035,65,1,1,3.957882,-4.113375,0
38035,65,1,2,0.387001,-1.573172,0
38035,66,0,0,5.184266,-7.547214,0
38035,66,0,1,5.688860,-6.452809,0
38035,66,0,2,3.193971,-3.376286,0
38035,66,1,0,4.701712,-4.767883,0
38035,66,1,1,4.135790,-3.881560,0
38035,66,1,2,3.850149,-4.236663,0
38036,67,0,0,5.192884,-7.737301,0
38036,67,0,1,3.312528,-3.383027,0
38036,67,0,2,-1.363873,1.841286,1
38036,68,0,0,3.328901,-4.141151,0
38036,68,0,1,5.437365,-7.209570,0
38036,68,0,2,2.210800,-3.980993,0
38036,68,1,0,4.332694,-4.236042,0
38036,68,1,1,5.899808,-6.892150,0
38036,68,1,2,5.418751,-4.491735,0
38037,69,0,0,6.183221,-7.498225,0
38037,69,0,1,2.066601,-5.007895,0
38037,69,0,2,5.087012,-5.851539,0
38037,70,0,0,4.323678,-4.981544,0
38037,70,0,1,3.148354,-2.282430,0
38037,70,0,2,6.567933,-7.745737,0
38037,70,1,0,3.891021,-2.313177,0
38037,70,1,1,2.525818,-2.646881,0
38037,70,1,2,1.398505,-1.410887,0
38038,71,0,0,5.456355,-6.385436,0
38038,71,0,1,7.933206,-8.689616,0
38038,71,0,2,4.726479,-4.644704,0
38038,71,1,0,2.969038,-6.873280,0
38038,71,1,1,2.458531,-3.974363,0
38038,71,1,2,-0.132496,-0.495196,0
38038,72,0,0,5.457741,-7.123007,0
38038,72,0,1,5.157121,-6.041449,0
38038,72,0,2,5.345203,-5.346790,0
38038,72,1,0,3.743242,-4.357224,0
38038,72,1,1,4.203512,-4.205305,0
38038,72,1,2,2.867023,-3.240099,0
38039,73,0,0,6.722546,-7.551271,0
38039,73,0,1,6.115410,-8.720288,0
38039,73,0,2,3.532202,-4.638662,0
38039,73,1,0,5.738132,-6.704076,0
38039,73,1,1,6.803174,-7.374868,0
38039,73,1,2,5.589631,-5.120848,0
38039,74,0,0,4.412365,-5.237877,0
38039,74,0,1,6.184653,-5.731953,0
38039,74,0,2,7.690962,-8.965447,0
38039,74,1,0,0.064710,-0.769961,0
38039,74,1,1,4.022202,-4.336214,0
38039,74,1,2,3.392122,-3.227332,0
38040,75,0,0,3.497879,-5.366683,0
38040,75,0,1,7.851240,-10.128731,0
38040,75,0,2,7.579854,-8.539924,0
38041,76,0,0,3.693091,-3.613932,0
38041,76,0,1,5.126831,-6.801172,0
38041,76,0,2,3.716469,-4.568893,0
38041,76,1,0,5.562954,-5.716307,0
38041,76,1,1,3.709577,-4.268865,0
38041,76,1,2,3.002136,-3.014062,0
38041,77,0,0,7.433311,-10.292029,0
38041,77,0,1,6.187009,-7.323232,0
38041,77,0,2,7.792638,-9.329683,0
38041,77,1,0,3.656224,-5.090969,0
38041,77,1,1,2.206360,-3.525499,0
38041,77,1,2,5.232661,-6.556006,0
38042,78,0,0,5.080203,-6.478168,0
38042,78,0,1,5.182046,-5.865288,0
38042,78,0,2,5.842901,-7.897327,0
38042,78,1,0,3.104759,-2.024741,0
38042,78,1,1,1.974640,-3.208935,0
38042,78,1,2,4.118447,-3.495147,0
38042,79,0,0,4.095236,-6.057425,0
38042,79,0,1,6.518787,-7.103052,0
38042,79,0,2,2.439781,-2.773162,0
38042,79,1,0,4.727081,-4.510455,0
38042,79,1,1,5.309666,-5.474609,0
38042,79,1,2,2.292541,-3.287648,0
38043,80,0,0,4.925725,-4.471968,0
38043,80,0,1,3.780295,-5.224068,0
38043,80,0,2,-1.153663,-0.640908,1
38043,80,1,0,2.440064,-1.510790,0
38043,80,1,1,5.491450,-4.044126,0
38043,80,1,2,2.787705,-2.888756,0
38043,81,0,0,2.877161,-4.030961,0
38043,81,0,1,6.822530,-7.245828,0
38043,81,0,2,4.894658,-4.265598,0
38043,81,1,0,2.174539,-2.859392,0
38043,81,1,1,3.312327,-4.306369,0
38043,81,1,2,3.074372,-3.331729,0
38044,82,0,0,7.043266,-9.462362,0
38044,82,0,1,1.785591,-1.525739,0
38044,82,0,2,3.605698,-6.701011,0
38044,82,1,0,2.224122,-3.251877,0
38044,82,1,1,2.842447,-5.524862,0
38044,82,1,2,-0.749514,0.075151,0
38044,83,0,0,6.947893,-7.672974,0
38044,83,0,1,0.583389,-0.069549,0
38044,83,0,2,6.475954,-8.408665,0
38044,83,1,0,4.702016,-3.548646,0
38044,83,1,1,3.938402,-2.656617,0
38044,83,1,2,3.404936,-3.435497,0
38045,84,0,0,4.892957,-5.119026,0
38045,84,0,1,6.547002,-7.699477,0
38045,84,0,2,5.680532,-4.770298,0
38045,84,1,0,4.643810,-4.275990,0
38045,84,1,1,2.279941,-2.897612,0
38045,84,1,2,2.936450,-0.756432,0
38045,85,0,0,4.722488,-6.598429,0
38045,85,0,1,3.422462,-3.467761,0
38045,85,0,2,5.504154,-5.844686,0
38046,86,0,0,6.140836,-9.533425,0
38046,86,0,1,5.071463,-5.881045,0
38046,86,0,2,6.971709,-8.654397,0
38046,86,1,0,3.058395,-2.642716,0
38046,86,1,1,4.570180,-5.069664,0
38046,86,1,2,1.418297,-2.676182,0
38046,87,0,0,6.257299,-8.340480,0
38046,87,0,1,4.923784,-6.319081,0
38046,87,0,2,7.940805,-10.689954,0
38047,88,0,0,6.271140,-7.741785,0
38047,88,0,1,7.109204,-7.230817,0
38047,88,0,2,0.025571,-1.435422,0
38047,88,1,0,1.886644,-1.635214,0
38047,88,1,1,4.333995,-2.058024,0
38047,88,1,2,3.692544,-2.267549,0
38048,89,0,0,7.501105,-6.559485,0
38048,89,0,1,5.125779,-7.401489,0
38048,89,0,2,4.331526,-5.056068,0
38048,89,1,0,4.047376,-2.696226,0
38048,89,1,1,3.449392,-3.587094,0
38048,89,1,2,3.887078,-5.008321,0
38048,90,0,0,6.467445,-6.812974,0
38048,90,0,1,4.763116,-7.069452,0
38048,90,0,2,5.433227,-3.867682,0
38048,90,1,0,2.317991,-4.433872,0
38048,90,1,1,4.557334,-5.806952,0
38048,90,1,2,2.855475,-4.092560,0
38049,91,0,0,6.222857,-8.462681,0
38049,91,0,1,4.331543,-3.028967,0
38049,91,0,2,3.128510,-6.109583,0
38049,91,1,0,3.869392,-6.678562,0
38049,91,1,1,4.259551,-6.402342,0
38049,91,1,2,5.662743,-6.159510,0
38049,92,0,0,6.319686,-7.510597,0
38049,92,0,1,4.698009,-4.163290,0
38049,92,0,2,4.522770,-4.979177,0
38049,92,1,0,5.212174,-5.815057,0
38049,92,1,1,5.209788,-4.871069,0
38049,92,1,2,5.362240,-6.505282,0
38050,93,0,0,6.530960,-6.080046,0
38050,93,0,1,4.650508,-6.480486,0
38050,93,0,2,1.583373,-3.610837,0
38050,93,1,0,4.897084,-5.394742,0
38050,93,1,1,-0.225461,-1.543387,0
38050,93,1,2,1.566616,-2.063182,0
38051,94,0,0,2.358900,0.038729,0
38051,94,0,1,2.947410,-2.613357,0
38051,94,0,2,3.839836,-6.054142,0
38051,94,1,0,5.743971,-5.053468,0
38051,94,1,1,4.649620,-5.335652,0
38051,94,1,2,3.443114,-2.854415,0
38051,95,0,0,2.415086,-3.940815,0
38051,95,0,1,2.968106,-1.985811,0
38051,95,0,2,1.996551,-3.562333,0
38051,95,1,0,1.968674,-1.217126,0
38051,95,1,1,3.152033,-3.795594,0
38051,95,1,2,2.156887,-3.660228,0
38052,96,0,0,5.156590,-6.183367,0
38052,96,0,1,3.810869,-5.040022,0
38052,96,0,2,3.132875,-6.628542,0
38052,96,1,0,4.457919,-2.671880,0
38052,96,1,1,3.273644,-1.578299,0
38052,96,1,2,1.617221,-1.786446,0
38052,97,0,0,3.556296,-4.611557,0
38052,97,0,1,4.717891,-5.118170,0
38052,97,0,2,1.686117,-2.323251,0
38052,97,1,0,3.007310,-2.716437,0
38052,97,1,1,3.152879,-2.735800,0
38052,97,1,2,4.055245,-4.180953,0
38053,98,0,0,4.178373,-4.055618,0
38053,98,0,1,4.855179,-5.665208,0
38053,98,0,2,1.900376,-5.201322,0
38053,98,1,0,3.220587,-2.212807,0
38053,98,1,1,2.920711,-3.686507,0
38053,98,1,2,2.429799,-3.619694,0
38053,99,0,0,4.088424,-5.078286,0
38053,99,0,1,4.189970,-4.824402,0
38053,99,0,2,3.192289,-5.187477,0
38054,100,0,0,4.329498,-6.950789,0
38054,100,0,1,3.552490,-6.377888,0
38054,100,0,2,4.850748,-5.668478,0
38054,101,0,0,7.142728,-9.274853,0
38054,101,0,1,7.161351,-9.566173,0
38054,101,0,2,5.007733,-6.542062,0
38054,101,1,0,5.430578,-5.469967,0
38054,101,1,1,4.728508,-4.505968,0
38054,101,1,2,-4.107656,4.418937,1
38055,102,0,0,4.074895,-7.506547,0
38055,102,0,1,4.911712,-4.196721,0
38055,102,0,2,2.517001,-4.125596,0
38055,102,1,0,4.227468,-4.021867,0
38055,102,1,1,3.525992,-3.896731,0
38055,102,1,2,2.438131,-3.158462,0
38055,103,0,0,-0.982092,-0.616097,0
38055,103,0,1,5.802087,-7.123607,0
38055,103,0,2,4.105559,-6.438383,0
38056,104,0,0,3.270255,-3.026872,0
38056,104,0,1,2.404578,-2.490048,0
38056,104,0,2,7.508765,-7.064475,0
38056,104,1,0,2.961408,-5.254293,0
38056,104,1,1,4.691743,-5.494588,0
38056,104,1,2,2.560963,-2.947053,0
38056,105,0,0,9.231712,-11.178185,0
38056,105,0,1,5.072402,-5.451078,0
38056,105,0,2,3.743095,-5.409564,0
38057,106,0,0,3.307701,-5.075817,0
38057,106,0,1,3.893466,-5.407833,0
38057,106,0,2,3.066647,-5.777711,0
38057,106,1,0,3.756804,-1.266888,0
38057,106,1,1,3.683636,-4.806519,0
38057,106,1,2,3.635676,-3.907448,0
38058,107,0,0,4.280193,-2.222599,0
38058,107,0,1,-3.283015,-0.375121,1
38058,107,0,2,3.445449,-3.990556,0
38058,107,1,0,3.597088,-4.260586,0
38058,107,1,1,3.169867,-2.831929,0
38058,107,1,2,-0.109485,1.692148,0
38058,108,0,0,6.826662,-6.658329,0
38058,108,0,1,3.755625,-5.091411,0
38058,108,0,2,2.998433,-4.210270,0
38059,109,0,0,3.862994,-4.465566,0
38059,109,0,1,-0.310698,-0.620111,0
38059,109,0,2,4.790783,-5.073801,0
38059,109,1,0,3.562180,-4.162416,0
38059,109,1,1,1.114173,-1.758936,0
38059,109,1,2,2.700222,-3.005755,0
38059,110,0,0,5.653991,-4.225368,0
38059,110,0,1,5.086608,-5.908028,0
38059,110,0,2,2.163116,-4.443357,0
38060,111,0,0,-0.407701,0.902210,0
38060,111,0,1,2.375777,-5.610835,0
38060,111,0,2,3.986642,-5.566329,0
38060,111,1,0,0.730077,-0.611821,0
38060,111,1,1,0.246909,-1.848110,0
38060,111,1,2,3.632875,-5.494103,0
38060,112,0,0,3.742310,-3.048694,0
38060,112,0,1,3.696882,-4.428860,0
38060,112,0,2,4.320786,-5.005527,0
38061,113,0,0,4.744465,-6.631672,0
38061,113,0,1,1.790535,-2.668453,0
38061,113,0,2,3.321045,-2.390431,0
38061,114,0,0,1.994902,-3.952065,0
38061,114,0,1,2.447611,-3.726715,0
38061,114,0,2,2.073889,-5.926597,0
38061,114,1,0,4.382572,-5.812967,0
38061,114,1,1,1.000878,-1.576179,0
38061,114,1,2,1.939599,-3.722800,0
38061,114,2,0,4.065541,-3.378844,0
38061,114,2,1,1.300445,1.598597,0
38061,114,2,2,5.522674,-4.436461,0
38062,115,0,0,6.861567,-8.255493,0
38062,115,0,1,4.689537,-5.057965,0
38062,115,0,2,2.871704,-4.724231,0
38062,115,1,0,6.770993,-8.537082,0
38062,115,1,1,4.660981,-4.242694,0
38062,115,1,2,2.268279,-4.229843,0
38063,116,0,0,2.523451,-4.740692,0
38063,116,0,1,2.331657,0.038945,0
38063,116,0,2,3.887941,-4.501997,0
38063,116,1,0,3.321415,-3.568263,0
38063,116,1,1,2.195682,-3.693696,0
38063,116,1,2,1.078036,-2.797124,0
38063,116,2,0,-4.437760,3.696959,1
38063,116,2,1,2.235620,-1.194272,0
38063,116,2,2,4.132218,-6.256075,0
38063,116,3,0,7.695991,-9.778540,0
38063,116,3,1,5.647211,-6.763292,0
38063,116,3,2,4.567164,-4.999730,0
38064,117,0,0,4.795738,-5.230679,0
38064,117,0,1,4.974163,-5.230293,0
38064,117,0,2,4.533073,-5.553391,0
38064,117,1,0,4.687775,-3.279668,0
38064,117,1,1,4.091160,-2.901157,0
38064,117,1,2,3.145641,-2.241531,0
38064,118,0,0,9.245892,-11.429015,0
38064,118,0,1,0.636329,-2.666528,0
38064,118,0,2,0.310586,-2.239808,0
38065,119,0,0,3.967141,-4.719738,0
38065,119,0,1,-5.776670,2.575109,1
38065,119,0,2,4.061569,-4.692158,0
38065,119,1,0,-0.480095,-0.598594,0
38065,119,1,1,3.925903,-4.961122,0
38065,119,1,2,3.054155,-5.817566,0
38065,120,0,0,0.624591,-3.219768,0
38065,120,0,1,0.586002,-1.837203,0
38065,120,0,2,4.235678,-7.876064,0
38065,120,1,0,3.023627,0.052194,0
38065,120,1,1,0.045501,1.855377,0
38065,120,1,2,0.963446,0.879275,0
38066,121,0,0,3.287221,-3.325922,0
38066,121,0,1,0.647418,-0.641122,0
38066,121,0,2,2.506372,-2.371794,0
