Image#,Crib#,Class 1 Value,Class 2 Value,Classification
70043,82,4.088982,-4.581243,0
70043,83,5.826294,-6.625432,0
70044,84,3.995560,-3.143774,0
70045,85,2.190566,-1.096156,0
70045,86,3.859906,-4.279455,0
70046,87,4.888575,-5.550691,0
70046,88,1.714707,1.251358,0
70047,89,1.741381,3.051936,0
70047,90,2.695829,-1.663913,0
70048,91,6.213648,-7.010941,0
70048,92,3.324386,-3.119704,0
70049,93,4.247137,-4.593896,0
70049,94,3.617281,-3.716177,0
70050,95,5.238927,-5.849202,0
70050,96,-0.359732,7.238704,0
70051,97,5.028533,-5.611604,0
70051,98,1.407979,3.907482,0
70052,99,2.656132,-1.895884,0
70052,100,2.890714,-1.523639,0
70053,101,6.420410,-7.279712,0
70053,102,2.380951,-0.306640,0
70054,103,2.514241,-1.355933,0
70054,104,0.201582,7.645323,0
70055,105,4.115880,-4.630042,0
70056,106,4.004276,-4.064757,0
70056,107,4.685147,-5.212286,0
70057,108,5.231516,-5.791541,0
70057,109,6.482882,-7.259528,0
70058,110,6.743824,-7.631049,0
70058,111,6.294964,-7.047906,0
70059,112,3.050756,-1.826786,0
70059,113,6.193134,-7.004771,0
70060,114,0.504193,5.934086,0
70060,115,4.708486,-4.935473,0
70061,116,5.515944,-6.103893,0
70061,117,6.001159,-6.753669,0
70062,118,6.087601,-6.829826,0
70062,119,2.952753,-0.481583,0
70063,120,5.886769,-6.575891,0
70063,121,5.881226,-6.665926,0
70064,122,6.207305,-6.956249,0
70065,123,2.258182,0.130531,0
70065,124,-1.789904,10.652637,1
70066,125,3.665465,-4.036721,0
70066,126,5.662373,-6.262033,0
70067,127,2.796592,-1.215468,0
70067,128,3.102317,-2.935545,0
70068,129,2.151148,0.239241,0
70068,130,7.467546,-8.551924,0
70069,131,3.920999,-4.186421,0
70069,132,5.921803,-6.545600,0
70070,133,2.771460,-0.389927,0
70070,134,5.148019,-5.757550,0
70071,135,5.230991,-5.873733,0
70071,136,3.512398,-2.915620,0
70072,137,8.718306,-9.689560,0
70072,138,3.962836,-4.330704,0
70073,139,6.632698,-7.490793,0
70073,140,5.257555,-5.994266,0
70074,141,2.685106,-0.937252,0
70074,142,6.380881,-7.124719,0
70075,143,3.640579,-3.538420,0
70076,144,6.361539,-6.986865,0
70076,145,4.330902,-4.345347,0
70077,146,5.911729,-6.723784,0
70077,147,6.824351,-7.700869,0
70078,148,4.091820,-3.576615,0
70078,149,3.086532,0.330729,0
70079,150,5.643118,-5.402581,0
70079,151,6.259362,-7.092390,0
70080,152,6.716868,-7.375221,0
70080,153,0.672379,7.671566,0
70081,154,3.998460,-0.406009,0
70081,155,4.354435,1.252683,0
70082,156,6.785305,-7.484035,0
70082,157,6.769028,-7.330045,0
70083,158,5.792069,-5.929598,0
70083,159,6.339077,-7.024789,0
70084,160,5.595699,-6.048793,0
70085,161,7.544888,-8.435513,0
70085,162,8.211130,-9.228878,0
70086,163,10.184952,-11.434875,0
70086,164,9.914845,-11.057474,0
70087,165,10.874668,-12.105211,0
70087,166,3.270445,2.838221,0
70088,167,8.534184,-9.603136,0
70088,168,7.760550,-8.683448,0
70089,169,11.456720,-12.914923,0
70089,170,7.787674,-8.876696,0
70090,171,8.663449,-9.542105,0
70090,172,11.945658,-13.446608,0
70091,173,3.555273,3.554935,0
70091,174,2.436561,3.932088,0
70092,175,8.289467,-9.427422,0
70092,176,2.708441,4.003532,0
70093,177,7.019063,-7.725729,0
70094,178,5.423769,-4.996426,0
70094,179,8.516075,-9.420948,0
70095,180,3.406667,5.444507,0
70095,181,7.028574,-7.313178,0
70096,182,5.636192,-6.153160,0
70096,183,8.654951,-9.695326,0
70097,184,7.584955,-8.524169,0
70097,185,4.940850,-4.643750,0
70098,186,7.095982,-7.989861,0
70098,187,8.301495,-9.342720,0
70099,188,5.544688,-6.187940,0
70099,189,4.517263,-4.203920,0
70100,190,4.452229,-2.004119,0
70101,191,9.826962,-11.052099,0
70101,192,2.401605,2.833365,0
70101,193,6.247114,-6.831567,0
70102,194,2.714056,1.690653,0
70103,195,3.867978,-2.624316,0
70103,196,2.150820,3.114450,0
70104,197,7.211903,-8.145106,0
70104,198,5.400578,-6.082493,0
70104,199,7.224899,-8.027675,0
70105,200,0.837267,5.790258,0
70105,201,2.955637,-2.828248,0
70106,202,6.141933,-6.879619,0
70106,203,0.307577,7.855302,0
70107,204,6.414059,-6.935620,0
70108,205,0.852999,5.094642,0
70108,206,1.602979,2.201733,0
70109,207,3.394469,-2.094967,0
70109,208,5.690620,-6.276556,0
70110,209,1.885012,1.944739,0
70110,210,7.639645,-8.635132,0
70111,211,6.417006,-7.224565,0
70111,212,5.574630,-6.203648,0
70112,213,0.687389,5.445678,0
70112,214,4.745877,-4.830512,0
70113,215,5.434220,-6.132857,0
70113,216,4.980352,-5.235396,0
70114,217,5.524270,-6.086257,0
70114,218,6.126758,-6.825623,0
70115,219,3.571582,-1.007755,0
70116,220,6.944424,-7.737648,0
70116,221,8.392655,-9.440912,0
70117,222,-0.133786,7.736652,0
70117,223,5.748192,-6.342895,0
70118,224,3.159916,-2.281319,0
70118,225,6.828852,-7.689755,0
70119,226,4.980632,-4.614329,0
70119,227,6.728354,-7.613972,0
70120,228,4.581728,-3.484362,0
70120,229,5.467581,-5.958383,0
70121,230,9.674364,-10.880937,0
70121,231,9.051311,-10.012393,0
70122,232,9.649087,-10.848007,0
70122,233,4.480314,-2.302682,0
70123,234,2.553027,7.651190,0
70123,235,10.396784,-11.714339,0
70124,236,8.100957,-9.072969,0
70125,237,6.546811,-6.685264,0
70125,238,6.074020,-5.968276,0
70126,239,4.832276,-4.187046,0
70126,240,10.108181,-11.333955,0
70127,241,6.088835,-6.388651,0
70127,242,4.063073,-2.549312,0
70128,243,6.414255,-5.396482,0
70128,244,2.775616,4.705417,0
70129,245,10.953599,-12.275726,0
70129,246,5.293481,-1.575850,0
70130,247,7.173244,-5.552291,0
70130,248,5.224066,-2.528161,0
70131,249,7.572467,-8.354465,0
70131,250,9.163321,-10.263651,0
70132,251,10.443207,-11.853252,0
70132,252,4.974483,-3.195286,0
70133,253,6.444253,-7.262724,0
70133,254,5.484717,-4.483541,0
70134,255,8.280484,-9.288851,0
70134,256,8.838411,-9.852062,0
70135,257,8.821051,-9.817143,0
70136,258,3.436352,0.001595,0
70136,259,6.073552,-6.669177,0
70137,260,8.211538,-9.101513,0
70137,261,4.021341,-0.371643,0
70138,262,5.988863,-6.034512,0
70138,263,4.922170,-4.803209,0
70139,264,4.630097,-4.057681,0
70139,265,4.742497,-2.720731,0
70140,266,3.443911,-1.069113,0
70140,267,4.406522,-2.631626,0
70141,268,7.546828,-8.301726,0
70141,269,8.519362,-9.484761,0
70142,270,-0.088002,9.721498,0
70142,271,8.667205,-9.628954,0
70143,272,9.798948,-10.857847,0
70143,273,-1.383894,13.397717,1
70144,274,8.324780,-9.259954,0
70144,275,6.288748,-6.118320,0
70145,276,6.967303,-7.779500,0
70146,277,7.068843,-7.889436,0
70146,278,8.661704,-9.771831,0
70147,279,4.751910,-5.231522,0
70147,280,4.374898,-2.326357,0
70148,281,6.593783,-7.313555,0
70148,282,3.746857,-1.700731,0
70149,283,2.463541,0.699796,0
70149,284,2.610008,3.197040,0
70150,285,7.473216,-8.341006,0
70150,286,4.906651,-5.554824,0
70151,287,9.147827,-10.293261,0
70151,288,7.565576,-8.441736,0
70152,289,8.028339,-8.948633,0
70153,290,4.551603,-1.575381,0
70153,291,7.952326,-8.661129,0
70154,292,6.706007,-7.417880,0
70154,293,2.401197,5.118340,0
70155,294,3.711514,-0.630449,0
70155,295,5.266519,-4.929029,0
70156,296,5.941949,-6.225732,0
70156,297,9.764921,-10.805124,0
70157,298,6.066183,-6.803607,0
70157,299,2.190199,2.386617,0
70157,300,7.282436,-7.994493,0
70158,301,8.968915,-10.123159,0
70158,302,9.036377,-10.161831,0
70159,303,6.713081,-7.010401,0
70159,304,3.973471,-0.350756,0
70160,305,4.467467,-3.479624,0
70160,306,8.202949,-9.152372,0
70161,307,7.655547,-8.459946,0
70161,308,5.679703,-5.133058,0
70162,309,7.897529,-8.647270,0
70163,310,7.970771,-8.866035,0
70163,311,10.788030,-12.010994,0
70164,312,8.648563,-9.765574,0
70164,313,6.808506,-7.263134,0
70165,314,9.031743,-10.077855,0
70165,315,3.504602,0.450344,0
70166,316,2.863063,0.393261,0
70166,317,4.734014,-4.456541,0
70167,318,6.034433,-4.694266,0
70167,319,6.516672,-6.731417,0
70168,320,6.820857,-7.599714,0
70168,321,5.391868,-5.288938,0
70169,322,8.011672,-8.730059,0
70169,323,6.792075,-6.370243,0
70170,324,6.406920,-5.720048,0
70170,325,8.770741,-9.757682,0
70171,326,7.185595,-7.176557,0
70172,327,4.366261,1.090720,0
70172,328,14.501792,-16.044933,0
70173,329,8.508225,-9.414749,0
70173,330,9.773711,-10.918421,0
70174,331,11.955872,-13.386151,0
70174,332,7.801654,-8.460170,0
70175,333,7.777551,-8.287671,0
70175,334,8.600848,-9.469373,0
70176,335,9.346426,-10.437023,0
70176,336,9.317770,-10.339336,0
70177,337,7.390665,-8.255636,0
70177,338,9.726789,-10.908740,0
70178,339,10.804489,-12.126569,0
70178,340,9.848059,-10.889798,0
70179,341,7.611918,-7.298240,0
70180,342,6.824168,-6.458342,0
70180,343,10.908081,-12.163446,0
70181,344,5.583054,-5.362437,0
70181,345,7.184833,-5.150793,0
70182,346,9.798597,-10.647426,0
70182,347,5.009551,-3.729014,0
70183,348,6.997332,-7.565160,0
70183,349,7.557780,-6.862749,0
70184,350,12.718200,-14.173692,0
70184,351,10.434657,-11.655437,0
70185,352,8.810102,-9.528863,0
70185,353,3.348346,1.480480,0
70186,354,8.385425,-9.297266,0
70186,355,6.371808,-7.259974,0
70187,356,9.434720,-10.549825,0
70187,357,13.443462,-15.073439,0
70188,358,6.942811,-6.508080,0
70188,359,2.414541,2.797056,0
70189,360,5.955065,-2.794413,0
70189,361,12.766642,-14.285152,0
70190,362,9.851628,-11.075199,0
70190,363,9.021682,-10.026199,0
70191,364,10.420288,-11.468148,0
70192,365,9.932441,-11.096584,0
70192,366,9.614514,-10.721397,0
70193,367,9.852046,-11.062674,0
70193,368,10.500105,-11.785738,0
70194,369,11.363615,-12.819730,0
70194,370,7.229705,-4.868991,0
70195,371,7.995004,-8.141861,0
70195,372,12.875044,-14.170961,0
70196,373,10.323818,-11.378835,0
70196,374,9.654352,-10.409659,0
70197,375,9.608437,-10.599709,0
70197,376,10.637468,-9.802547,0
70198,377,15.282466,-17.098797,0
70198,378,0.902746,17.135059,0
70199,379,11.372782,-11.869406,0
70199,380,10.477116,-11.492710,0
70200,381,14.871346,-16.481691,0
70201,382,11.769157,-13.195517,0
70201,383,13.408667,-14.646080,0
70202,384,9.498244,-6.416379,0
70202,385,16.751465,-18.686884,0
70203,386,11.517735,-12.813738,0
70203,387,8.634075,-7.179326,0
70204,388,20.198986,-22.406828,0
70204,389,13.489067,-15.061861,0
70205,390,4.142384,8.518923,0
70205,391,13.711627,-15.112953,0
70206,392,11.703215,-12.724507,0
70207,393,10.472965,-11.194931,0
70207,394,12.590799,-13.900303,0
70208,395,12.903066,-14.334755,0
70208,396,10.764794,-11.941124,0
70208,397,8.958424,-9.537150,0
70209,398,9.817698,-10.717155,0
70209,399,11.676801,-13.112792,0
70210,400,10.818091,-12.093401,0
70210,401,11.975409,-13.346025,0
70211,402,15.072067,-16.943953,0
70211,403,6.467944,-6.810812,0
70212,404,3.958874,0.448907,0
70212,405,7.845569,-8.685596,0
70213,406,5.365677,-0.548352,0
70214,407,8.618948,-8.838158,0
70214,408,3.656932,2.536657,0
70215,409,7.764534,-8.680213,0
70215,410,10.109653,-11.357534,0
70216,411,10.257122,-11.557964,0
70216,412,9.313433,-10.187234,0
70217,413,11.449346,-12.803317,0
70217,414,5.203382,-4.381963,0
70218,415,10.370403,-11.653068,0
70218,416,4.235360,0.965250,0
70219,417,8.174193,-8.812499,0
70219,418,5.747291,-2.391804,0
70220,419,7.205166,-7.802118,0
70220,420,11.469387,-12.759287,0
70221,421,12.718111,-14.253390,0
70221,422,10.505933,-11.716290,0
70222,423,6.744516,-4.121848,0
70222,424,6.866732,-6.698191,0
70223,425,12.734015,-14.303085,0
70224,426,7.638137,-7.606288,0
70224,427,11.391714,-12.383702,0
70225,428,9.007362,-9.993315,0
70225,429,9.729586,-10.831003,0
70226,430,9.727327,-10.910922,0
70226,431,9.136789,-10.310246,0
70227,432,7.400758,-8.232910,0
70227,433,5.846735,-6.465498,0
70228,434,7.832188,-8.723976,0
70228,435,7.730263,-8.646310,0
70229,436,1.037795,7.491420,0
70229,437,8.469359,-9.511206,0
70230,438,6.092571,-6.733798,0
70230,439,3.964831,-2.993130,0
70231,440,2.719761,1.388237,0
70232,441,5.449652,-3.953872,0
70232,442,5.256011,-3.909837,0
70233,443,7.403393,-7.636903,0
70233,444,10.614204,-11.911612,0
70234,445,11.557164,-12.974085,0
70234,446,11.276150,-12.451526,0
70235,447,12.331406,-13.617634,0
70235,448,15.888157,-17.926912,0
70236,449,10.830755,-12.069525,0
70236,450,10.691128,-12.046999,0
70237,451,9.509178,-10.473718,0
70237,452,9.078366,-10.104018,0
70238,453,5.531452,-3.453684,0
70238,454,7.107021,-7.817109,0
70239,455,7.620889,-8.590480,0
70239,456,3.074361,-0.881085,0
70240,457,5.723084,-5.863818,0
70240,458,4.989650,-5.579976,0
70241,459,9.181190,-10.249965,0
70241,460,5.690663,-6.471738,0
70242,461,7.075130,-7.965270,0
70242,462,2.289692,1.875864,0
70243,463,5.313151,-4.829818,0
70243,464,5.003019,-4.907078,0
70244,465,1.135126,5.295293,0
70244,466,7.589648,-8.586499,0
70245,467,3.847835,-3.581961,0
70246,468,8.381392,-9.375471,0
70246,469,6.751252,-7.530064,0
70247,470,8.107244,-9.160503,0
70247,471,7.883235,-8.862321,0
70248,472,7.866358,-8.797479,0
70248,473,-2.215468,12.940339,1
70249,474,6.066226,-6.842514,0
70249,475,3.861439,-2.877968,0
70250,476,5.096196,-5.644515,0
70250,477,3.129226,-1.792445,0
70251,478,4.120202,-4.515785,0
70251,479,2.243042,1.757496,0
70252,480,3.733398,-3.543304,0
70252,481,6.652327,-7.460752,0
70253,482,7.273971,-8.167431,0
70254,483,2.126052,2.025070,0
70254,484,7.667189,-8.595528,0
70255,485,6.684748,-7.460255,0
70255,486,7.654677,-8.675488,0
70256,487,5.244150,-5.899340,0
70256,488,3.613570,0.459736,0
70257,489,4.067877,-3.893426,0
70257,490,7.658805,-8.573383,0
70258,491,8.584702,-9.647172,0
70259,492,8.481639,-9.527831,0
70259,493,5.716863,-6.337389,0
70260,494,9.323629,-10.423655,0
70260,495,6.198545,-6.867752,0
70261,496,5.147569,-3.846259,0
70261,497,6.423144,-7.046813,0
70262,498,7.126038,-7.832527,0
70262,499,5.953656,-6.739989,0
70263,500,5.953618,-5.876064,0
70263,501,4.544368,-3.213227,0
70264,502,8.238796,-9.111063,0
70264,503,6.436738,-6.456285,0
70265,504,8.398939,-9.360620,0
70266,505,6.147600,-6.141176,0
70266,506,2.312406,5.575725,0
70267,507,3.140162,5.572444,0
70267,508,10.268490,-11.474828,0
70268,509,11.182452,-12.483831,0
70268,510,8.178160,-8.931404,0
70269,511,2.603395,4.408723,0
70269,512,4.403322,-3.526011,0
70270,513,7.752386,-8.496451,0
70270,514,6.911011,-7.629132,0
70271,515,3.864860,-1.211768,0
70271,516,3.845831,-2.684980,0
70272,517,1.381274,8.097690,0
70272,518,4.386609,-1.375877,0
70273,519,5.383337,-5.961136,0
70274,520,4.098662,-3.506151,0
70274,521,2.179965,2.303687,0
70275,522,6.671734,-7.497712,0
70275,523,4.098158,-1.959557,0
70276,524,7.850152,-8.846501,0
70276,525,8.268101,-9.228497,0
70277,526,3.876033,-3.024893,0
70277,527,7.031724,-7.767198,0
70278,528,5.277609,-5.529342,0
70278,529,3.078753,-0.997902,0
70279,530,6.334444,-7.161044,0
70279,531,3.348973,-2.355401,0
70280,532,4.251791,-4.031586,0
70280,533,7.326544,-8.061017,0
70281,534,5.073171,-5.478212,0
70281,535,6.851808,-7.602473,0
70282,536,9.675484,-10.791229,0
70282,537,4.479116,-5.018583,0
70283,538,8.046339,-9.151293,0
70283,539,5.132179,-5.442029,0
70284,540,3.853174,-0.090228,0
70284,541,6.148734,-6.574590,0
70285,542,6.098586,-6.758039,0
70286,543,3.242260,0.618409,0
70286,544,4.772692,-5.255800,0
70287,545,3.691004,-2.882392,0
70287,546,1.270621,5.596298,0
70288,547,4.664435,-4.370002,0
70288,548,2.994082,-0.050407,0
70289,549,6.935932,-7.781900,0
70289,550,4.581561,-5.004107,0
70290,551,3.893829,-3.783490,0
70290,552,6.095439,-6.885912,0
70291,553,2.299721,-0.231089,0
70291,554,5.104289,-5.587657,0
70292,555,4.781005,-4.618227,0
70292,556,3.050293,-1.241580,0
70293,557,5.022321,-5.642441,0
70293,558,1.536314,5.638550,0
70294,559,7.729890,-8.514959,0
70294,560,4.673314,-4.856918,0
70295,561,4.507892,-5.083758,0
70295,562,5.684781,-6.183708,0
70296,563,3.708066,-2.272244,0
70296,564,6.705142,-7.515160,0
70297,565,0.791870,4.023708,0
70298,566,2.545833,-1.315892,0
70298,567,5.517835,-5.825467,0
70299,568,4.844284,-5.262646,0
70299,569,0.916049,4.256413,0
70300,570,4.344744,-4.014711,0
70300,571,5.304273,-5.976026,0
70301,572,2.205874,0.033827,0
70301,573,2.069483,2.598934,0
70302,574,5.488366,-6.120361,0
70302,575,2.787906,-2.209651,0
70303,576,1.763165,0.996363,0
70303,577,5.216741,-5.915251,0
70304,578,5.008364,-5.514566,0
70304,579,-0.847862,8.591983,0
70305,580,4.121063,-3.987402,0
70306,581,1.913721,3.281580,0
70306,582,8.270046,-9.386417,0
70307,583,0.956133,9.485055,0
70307,584,6.404282,-7.248549,0
70308,585,8.106675,-9.128004,0
70308,586,5.594142,-6.210216,0
70309,587,5.702084,-6.407476,0
70309,588,8.584176,-9.651056,0
70310,589,4.108820,-3.966982,0
70310,590,3.032831,-0.796655,0
70311,591,7.100673,-7.866182,0
70311,592,3.382694,-1.991951,0
70312,593,6.302263,-7.086675,0
70313,594,5.276154,-3.996566,0
70313,595,8.579353,-9.647593,0
70314,596,7.247139,-7.962411,0
70314,597,8.314964,-9.195583,0
70315,598,4.409989,-3.048923,0
70315,599,4.656188,-4.776965,0
70315,600,3.826286,-2.180586,0
70316,601,8.152382,-9.180989,0
70317,602,8.431992,-9.414825,0
70317,603,2.878483,0.820166,0
70318,604,7.600559,-8.381725,0
70318,605,8.695104,-9.761980,0
70319,606,3.344238,0.591940,0
70319,607,8.038535,-9.025717,0
70320,608,6.616423,-7.394075,0
70320,609,2.330022,3.354055,0
70321,610,9.033943,-10.137435,0
70321,611,7.004862,-7.727707,0
70322,612,7.337893,-7.995178,0
70322,613,5.424904,-5.868836,0
70323,614,5.567188,-6.243207,0
70323,615,2.830977,1.092625,0
70324,616,7.318276,-8.166103,0
70324,617,6.803884,-7.632311,0
70325,618,4.623202,-3.350424,0
70325,619,3.143188,-2.210129,0
70326,620,5.833745,-4.190983,0
70327,621,7.464576,-8.023659,0
70327,622,3.370534,-1.139086,0
70328,623,4.834371,-4.979973,0
70328,624,2.451893,1.064108,0
70329,625,3.505103,-0.197501,0
70329,626,2.015502,1.798468,0
70330,627,3.619616,1.479729,0
70330,628,3.102436,0.242792,0
70331,629,6.948673,-7.788329,0
70331,630,4.189406,-2.842366,0
70332,631,5.680275,-5.539900,0
70332,632,3.819897,-1.330242,0
70333,633,4.026748,-4.142294,0
70333,634,7.979689,-9.024540,0
70334,635,3.011581,-2.149317,0
70335,636,5.879595,-6.569637,0
70335,637,8.738302,-9.820509,0
70336,638,4.586065,-5.024790,0
70336,639,6.766340,-7.523634,0
70337,640,1.625708,1.395697,0
70337,641,4.919533,-5.499935,0
70338,642,2.207255,0.049421,0
70338,643,-0.018602,9.671461,0
70339,644,6.012604,-6.807733,0
70339,645,7.728693,-8.669370,0
70340,646,2.779695,-2.509299,0
70340,647,2.920149,0.234660,0
70341,648,3.900266,-3.487010,0
70342,649,1.141595,3.746976,0
70342,650,1.784403,0.022477,0
70343,651,2.283510,-1.026466,0
70343,652,5.176249,-5.802380,0
70344,653,5.919919,-6.661471,0
70344,654,6.404498,-7.196669,0
70345,655,4.975986,-5.621400,0
70345,656,4.547809,-3.987375,0
70346,657,3.959276,-4.340219,0
70346,658,4.402645,-4.045604,0
70347,659,0.820252,4.813291,0
70347,660,4.495484,-4.874472,0
70348,661,5.870491,-6.611793,0
70348,662,3.413080,-2.629895,0
70349,663,2.256836,-0.280134,0
70349,664,5.136430,-5.767032,0
70350,665,4.174834,-4.422472,0
70350,666,4.600018,-4.023684,0
70351,667,5.144702,-5.295783,0
70351,668,4.112957,-3.317270,0
70352,669,2.749795,-2.364658,0
70352,670,5.030308,-5.531327,0
70353,671,4.594271,-5.127152,0
70354,672,3.418792,-1.027842,0
70354,673,7.014421,-7.929705,0
70355,674,4.181399,-4.199976,0
70355,675,5.491159,-6.248435,0
70356,676,1.458438,2.607033,0
70356,677,2.772498,-1.715540,0
70357,678,3.637470,-3.456052,0
70357,679,3.147613,-2.845875,0
70358,680,4.994629,-5.602657,0
70358,681,1.655924,5.348770,0
70359,682,6.486455,-7.247293,0
70359,683,6.702376,-7.470499,0
70360,684,4.298110,-3.216267,0
70360,685,12.638229,-14.007080,0
70361,686,13.640933,-15.278267,0
70361,687,10.262271,-11.327225,0
70362,688,7.579843,-5.849783,0
70362,689,8.082355,-8.778185,0
70363,690,1.508471,11.701369,0
70364,691,8.328026,-7.927501,0
70364,692,6.510905,-6.910198,0
70365,693,4.919744,-3.881053,0
70365,694,5.494443,-6.088892,0
70366,695,3.864499,-3.981719,0
70366,696,2.716865,1.160457,0
70367,697,-0.282084,9.760415,0
70367,698,6.736944,-7.469830,0
70368,699,4.265811,-4.024699,0
70368,700,5.888554,-6.559218,0
70369,701,8.602776,-9.762158,0
70369,702,5.788915,-6.337899,0
70370,703,8.239591,-9.259895,0
70370,704,5.126747,-3.470069,0
70371,705,6.997206,-7.133793,0
70371,706,11.808815,-13.187700,0
70372,707,7.794894,-8.428800,0
70372,708,4.465398,-1.952167,0
70373,709,7.017035,-7.731862,0
70374,710,8.407610,-9.386936,0
70374,711,8.936779,-9.907312,0
70375,712,6.123724,-4.340899,0
70375,713,5.991321,-4.665448,0
70376,714,7.804359,-8.836453,0
70376,715,6.300124,-6.927173,0
70377,716,5.779317,-6.424483,0
70377,717,0.503632,6.576950,0
70378,718,4.094472,-3.701709,0
70378,719,3.540167,-3.665216,0
70379,720,1.217022,3.889359,0
70379,721,3.092188,-2.194129,0
70380,722,2.465171,-2.060774,0
70380,723,2.797287,-2.384401,0
70381,724,3.412766,-3.557562,0
70381,725,-1.881657,11.954554,1
70382,726,5.378165,-6.041680,0
70382,727,0.561846,4.139214,0
70383,728,2.395275,-0.100215,0
70383,729,2.943119,-2.490502,0
70384,730,3.998920,-4.468236,0
70385,731,0.398085,6.151208,0
70385,732,4.853426,-5.399130,0
70386,733,4.103592,-4.556254,0
70386,734,4.617513,-5.168852,0
70387,735,5.064176,-5.685539,0
70387,736,4.271184,-4.631203,0
70388,737,0.132373,5.326255,0
70388,738,4.522537,-5.017663,0
70389,739,7.220868,-8.141506,0
70389,740,2.221895,-0.638692,0
70390,741,2.431344,-2.164517,0
70390,742,2.233866,-0.459960,0
70391,743,5.494894,-6.172918,0
70391,744,4.116863,-4.539793,0
70392,745,0.360677,5.539516,0
70392,746,1.876835,2.027909,0
70393,747,-0.208137,8.467019,0
70393,748,2.787515,-2.173360,0
70394,749,4.647217,-4.838405,0
70395,750,-1.119831,9.796549,1
70395,751,5.238280,-5.938318,0
70396,752,3.812025,-3.471867,0
70396,753,4.437153,-4.934004,0
70397,754,4.977311,-5.531734,0
70397,755,3.024709,-1.370037,0
70398,756,5.137892,-5.337159,0
70398,757,2.266743,0.659853,0
70399,758,4.179501,-4.474068,0
70399,759,5.330572,-5.809690,0
70400,760,5.595020,-6.052019,0
70400,761,1.915166,1.851030,0
70401,762,2.923141,-1.900982,0
70401,763,4.566183,-5.111425,0
70402,764,4.933960,-4.995128,0
70402,765,6.364943,-7.131330,0
70403,766,2.106750,0.758224,0
70403,767,4.543205,-5.111272,0
70404,768,5.284912,-5.948061,0
70405,769,5.112593,-4.965378,0
70405,770,6.499005,-7.206208,0
70406,771,7.002204,-7.924860,0
70406,772,1.498338,4.189675,0
70407,773,2.476486,-0.367172,0
70407,774,3.632694,-2.529077,0
70408,775,-1.162481,10.743260,1
70408,776,-3.715348,17.413305,1
70409,777,5.892005,-6.586697,0
70409,778,4.655118,-5.261355,0
70410,779,5.951544,-6.617342,0
70410,780,2.740539,-0.921512,0
