Image#,Crib#,Row,Column,Class 1 Value,Class 2 Value,Classification
8661,1270,1,2,8.217357,-6.859018,0
8661,1270,1,3,0.122845,-1.038326,0
8662,1271,0,0,1.024058,-1.315045,0
8662,1271,0,1,1.265651,-1.559440,0
8662,1271,0,2,0.500165,-1.352855,0
8662,1271,0,3,6.193891,-4.649308,0
8662,1272,0,0,2.498875,-2.909089,0
8662,1272,0,1,1.032067,-1.105228,0
8662,1272,0,2,0.493350,-0.039498,0
8662,1272,0,3,4.987317,-4.458153,0
8663,1273,0,0,0.876326,-1.570776,0
8663,1273,0,1,6.783825,-4.745617,0
8663,1273,0,2,3.210871,-2.752960,0
8663,1273,0,3,7.051816,-5.139680,0
8663,1274,0,0,2.977797,-2.532749,0
8663,1274,0,1,-4.075200,2.502018,1
8663,1274,0,2,3.307757,-3.009473,0
8663,1274,0,3,3.148186,-2.518378,0
8663,1274,1,0,5.375085,-4.503789,0
8663,1274,1,1,4.059023,-3.877120,0
8663,1274,1,2,2.247332,-3.008429,0
8663,1274,1,3,-3.674206,1.863787,1
8664,1275,0,0,-1.841621,0.621458,1
8664,1275,0,1,5.526813,-3.841541,0
8664,1275,0,2,4.471040,-4.125334,0
8664,1275,0,3,8.612247,-6.151077,0
8664,1275,1,0,3.358952,-2.965877,0
8664,1275,1,1,0.472412,-1.215483,0
8664,1275,1,2,-0.799881,-0.235804,0
8664,1275,1,3,3.084024,-2.830227,0
8664,1276,0,0,-0.491772,0.073304,0
8664,1276,0,1,4.484545,-3.560309,0
8664,1276,0,2,5.931602,-5.043330,0
8664,1276,0,3,-9.264140,6.077083,1
8665,1277,0,0,1.429093,-1.758016,0
8665,1277,0,1,0.677126,-1.079909,0
8665,1277,0,2,0.616370,-0.887485,0
8665,1277,0,3,-0.630045,0.792164,0
8665,1278,0,0,0.218366,-0.886455,0
8665,1278,0,1,-3.290668,2.569512,1
8665,1278,0,2,1.390021,-1.532295,0
8665,1278,0,3,6.949393,-4.861139,0
8666,1279,0,0,-1.420633,0.756727,1
8666,1279,0,1,-2.556839,1.182127,1
8666,1279,0,2,-1.008957,1.196200,1
8666,1279,0,3,-1.054046,0.502168,1
8666,1279,1,0,2.327018,-2.152204,0
8666,1279,1,1,3.616749,-2.551292,0
8666,1279,1,2,1.771327,-1.256684,0
8666,1279,1,3,2.099268,-1.184476,0
8666,1280,0,0,7.671793,-5.800913,0
8666,1280,0,1,0.538104,-0.476762,0
8666,1280,0,2,1.849737,-2.328523,0
8666,1280,0,3,4.152432,-3.887022,0
8666,1280,1,0,5.137641,-4.196252,0
8666,1280,1,1,1.645710,-2.048014,0
8666,1280,1,2,2.271614,-2.366196,0
8666,1280,1,3,3.560706,-2.785450,0
8667,1281,0,0,2.502161,-2.271112,0
8667,1281,0,1,-3.502573,2.149916,1
8667,1281,0,2,4.238976,-3.810808,0
8667,1281,0,3,-6.434129,4.269978,1
8667,1282,0,0,2.837051,-2.570951,0
8667,1282,0,1,-3.554802,2.262144,1
8667,1282,0,2,-3.777841,2.012827,1
8667,1282,0,3,-0.278091,-1.223454,0
8668,1283,0,0,-2.233118,1.648782,1
8668,1283,0,1,-5.029043,2.917475,1
8668,1283,0,2,-9.561117,6.813266,1
8668,1283,0,3,-5.910079,3.588877,1
8668,1284,0,0,-1.529731,1.156286,1
8668,1284,0,1,6.227711,-5.315242,0
8668,1284,0,2,6.093169,-5.078559,0
8668,1284,0,3,-0.853470,0.059502,0
8668,1284,1,0,-1.070937,-0.032822,1
8668,1284,1,1,1.734934,-2.294965,0
8668,1284,1,2,-0.586098,-0.635115,0
8668,1284,1,3,2.796538,-3.164323,0
8669,1285,0,0,2.987545,-2.274581,0
8669,1285,0,1,-3.589516,2.217568,1
8669,1285,0,2,-1.217682,0.212205,1
8669,1285,0,3,3.177070,-2.746086,0
8670,1286,0,0,4.583972,-3.821660,0
8670,1286,0,1,0.640522,-1.007946,0
8670,1286,0,2,-1.211470,-0.039961,1
8670,1286,0,3,2.305586,-2.864354,0
8670,1286,1,0,4.420665,-3.527275,0
8670,1286,1,1,0.834820,-1.440922,0
8670,1286,1,2,-1.536820,0.578169,1
8670,1286,1,3,3.202847,-3.065205,0
8670,1287,0,0,4.360109,-3.501663,0
8670,1287,0,1,-1.279959,0.884410,1
8670,1287,0,2,0.557428,-0.636430,0
8670,1287,0,3,1.860755,-1.482897,0
8671,1288,0,0,1.170264,-1.696304,0
8671,1288,0,1,4.688643,-3.883151,0
8671,1288,0,2,3.376049,-2.764369,0
8671,1288,0,3,3.145068,-2.721699,0
8671,1289,0,0,4.231452,-4.250716,0
8671,1289,0,1,5.365501,-4.714911,0
8671,1289,0,2,3.014906,-2.898684,0
8671,1289,0,3,-1.280267,0.345896,1
8672,1290,0,0,-0.314633,-0.350487,0
8672,1290,0,1,5.134845,-4.524006,0
8672,1290,0,2,-2.880920,2.144919,1
8672,1290,0,3,-0.394058,-0.150967,0
8672,1291,0,0,2.681977,-2.965138,0
8672,1291,0,1,0.737098,-0.892252,0
8672,1291,0,2,0.875147,-1.332895,0
8672,1291,0,3,0.630314,-1.181739,0
8673,1292,0,0,2.907517,-3.182511,0
8673,1292,0,1,0.442687,-0.690081,0
8673,1292,0,2,6.012754,-5.415990,0
8673,1292,0,3,1.511662,-1.762121,0
8673,1292,1,0,-0.232783,-0.598645,0
8673,1292,1,1,1.390009,-1.686005,0
8673,1292,1,2,2.425792,-2.526740,0
8673,1292,1,3,2.668174,-3.227108,0
8673,1293,0,0,4.193120,-3.347827,0
8673,1293,0,1,-0.135670,-0.407711,0
8673,1293,0,2,3.202760,-3.367151,0
8673,1293,0,3,-4.732511,3.118029,1
8674,1294,0,0,2.137691,-2.894261,0
8674,1294,0,1,1.499660,-1.930290,0
8674,1294,0,2,-2.607234,1.515273,1
8674,1294,0,3,2.699581,-2.595959,0
8674,1295,0,0,1.691191,-1.185066,0
8674,1295,0,1,5.683612,-4.450956,0
8674,1295,0,2,-3.492769,2.073748,1
8674,1295,0,3,0.225485,-0.363151,0
8675,1296,0,0,3.938879,-3.075158,0
8675,1296,0,1,3.026116,-2.442487,0
8675,1296,0,2,2.987882,-3.328972,0
8675,1296,0,3,-4.341665,3.022264,1
8675,1297,0,0,2.618857,-3.069661,0
8675,1297,0,1,-3.222317,2.183369,1
8675,1297,0,2,-0.079920,-0.987735,0
8675,1297,0,3,-3.508074,1.954436,1
8676,1298,0,0,3.028385,-2.600899,0
8676,1298,0,1,2.226759,-1.910344,0
8676,1298,0,2,-5.208030,2.752308,1
8676,1298,0,3,-3.478495,2.333402,1
8676,1298,1,0,4.813123,-3.849054,0
8676,1298,1,1,0.363241,-1.355303,0
8676,1298,1,2,3.294724,-2.690714,0
8676,1298,1,3,4.114362,-3.945723,0
8676,1299,0,0,-1.519591,0.447943,1
8676,1299,0,1,1.853600,-1.748266,0
8676,1299,0,2,5.315032,-4.019961,0
8676,1299,0,3,7.903383,-6.188154,0
8677,1300,0,0,0.031473,-0.980683,0
8677,1300,0,1,7.002538,-5.788185,0
8677,1300,0,2,-7.727991,4.954094,1
8677,1300,0,3,-1.712540,0.950485,1
8677,1300,1,0,1.645534,-2.037023,0
8677,1300,1,1,-2.021996,0.334298,1
8677,1300,1,2,-1.151571,-0.265714,1
8677,1300,1,3,-6.133004,3.148026,1
8677,1301,0,0,5.060174,-3.778192,0
8677,1301,0,1,7.196010,-6.072115,0
8677,1301,0,2,-2.811477,0.925620,1
8677,1301,0,3,9.303290,-6.831275,0
8678,1302,0,0,3.319843,-2.946389,0
8678,1302,0,1,4.058940,-2.919521,0
8678,1302,0,2,3.326429,-2.443557,0
8678,1302,0,3,6.233267,-5.427767,0
8678,1303,0,0,3.603453,-3.187458,0
8678,1303,0,1,5.200804,-4.382903,0
8678,1303,0,2,4.907897,-3.657293,0
8678,1303,0,3,8.604529,-7.323797,0
8679,1304,0,0,-2.708179,1.434447,1
8679,1304,0,1,6.718036,-4.908865,0
8679,1304,0,2,0.806316,-1.200392,0
8679,1304,0,3,1.369806,-1.637647,0
8679,1305,0,0,-0.946648,0.693613,0
8679,1305,0,1,1.405578,-2.389184,0
8679,1305,0,2,7.949236,-6.303860,0
8679,1305,0,3,-1.491108,0.076782,1
8680,1306,0,0,0.069822,-0.411144,0
8680,1306,0,1,5.796614,-4.672261,0
8680,1306,0,2,0.692884,-1.924136,0
8680,1306,0,3,2.670357,-2.982730,0
8680,1306,1,0,2.520408,-2.259770,0
8680,1306,1,1,1.045724,-1.197443,0
8680,1306,1,2,2.608963,-3.074387,0
8680,1306,1,3,-2.445911,0.846406,1
8680,1307,0,0,5.214102,-4.143859,0
8680,1307,0,1,8.942756,-6.549602,0
8680,1307,0,2,-1.365484,1.048883,1
8680,1307,0,3,0.832678,-1.368160,0
8681,1308,0,0,-2.778214,1.440956,1
8681,1308,0,1,-2.252063,1.886581,1
8681,1308,0,2,2.614392,-2.634516,0
8681,1308,0,3,3.197613,-2.140288,0
8681,1309,0,0,1.030142,-1.557300,0
8681,1309,0,1,3.799508,-3.764668,0
8681,1309,0,2,-7.076698,4.487264,1
8681,1309,0,3,3.751454,-3.749549,0
8682,1310,0,0,-4.102353,2.337413,1
8682,1310,0,1,4.221848,-3.919783,0
8682,1310,0,2,1.744200,-2.646464,0
8682,1310,0,3,-1.956307,0.851016,1
8682,1311,0,0,3.689046,-2.733467,0
8682,1311,0,1,2.687937,-2.743013,0
8682,1311,0,2,-5.645084,3.583332,1
8682,1311,0,3,5.574532,-4.306653,0
8682,1311,1,0,-1.597018,0.613014,1
8682,1311,1,1,-5.152173,2.810841,1
8682,1311,1,2,-0.249754,-0.931565,0
8682,1311,1,3,2.072283,-3.104656,0
8683,1312,0,0,2.078137,-2.164377,0
8683,1312,0,1,-3.635772,2.274361,1
8683,1312,0,2,-3.486149,2.017977,1
8683,1312,0,3,6.637268,-5.745776,0
8683,1312,1,0,2.891035,-2.458035,0
8683,1312,1,1,1.331653,-2.249953,0
8683,1312,1,2,0.982345,-1.356662,0
8683,1312,1,3,0.133356,-0.872155,0
8683,1313,0,0,-3.089504,1.525262,1
8683,1313,0,1,3.701677,-3.714645,0
8683,1313,0,2,4.566773,-3.165752,0
8683,1313,0,3,3.750584,-3.299274,0
8684,1314,0,0,5.415426,-4.096345,0
8684,1314,0,1,-3.433572,1.677415,1
8684,1314,0,2,-2.271606,0.810828,1
8684,1314,0,3,6.913412,-7.000564,0
8684,1315,0,0,2.362090,-2.666402,0
8684,1315,0,1,3.295952,-3.408945,0
8684,1315,0,2,4.932257,-4.475845,0
8684,1315,0,3,5.469342,-4.700913,0
8685,1316,0,0,1.690460,-1.575747,0
8685,1316,0,1,-9.086802,6.077811,1
8685,1316,0,2,1.534011,-2.014657,0
8685,1316,0,3,5.328196,-3.869241,0
8685,1317,0,0,6.614213,-5.324230,0
8685,1317,0,1,3.240518,-3.003681,0
8685,1317,0,2,1.827418,-1.525481,0
8685,1317,0,3,2.268126,-2.541824,0
8686,1318,0,0,-1.304229,0.587516,1
8686,1318,0,1,7.269845,-6.604829,0
8686,1318,0,2,-2.603202,1.493338,1
8686,1318,0,3,-3.105328,2.034889,1
8686,1319,0,0,3.244798,-2.909409,0
8686,1319,0,1,0.513746,-0.639860,0
8686,1319,0,2,4.243685,-3.911010,0
8686,1319,0,3,-6.297641,3.984400,1
8687,1320,0,0,2.922530,-2.837640,0
8687,1320,0,1,0.738661,-1.282320,0
8687,1320,0,2,4.210584,-3.989316,0
8687,1320,0,3,5.600795,-4.776765,0
8687,1321,0,0,2.016580,-1.553215,0
8687,1321,0,1,2.676148,-2.291986,0
8687,1321,0,2,2.331653,-2.082752,0
8687,1321,0,3,-3.120053,1.547480,1
8688,1322,0,0,2.663775,-2.982439,0
8688,1322,0,1,-3.078846,1.963479,1
8688,1322,0,2,1.513520,-1.108958,0
8688,1322,0,3,-8.270059,5.419135,1
8688,1322,1,0,3.559773,-3.083299,0
8688,1322,1,1,-3.064521,1.930555,1
8688,1322,1,2,0.399899,-0.476724,0
8688,1322,1,3,-2.139255,1.068239,1
8688,1323,0,0,3.046385,-3.189492,0
8688,1323,0,1,-0.008243,-0.956009,0
8688,1323,0,2,-8.369747,5.073797,1
8688,1323,0,3,0.950803,-1.396450,0
8689,1324,0,0,1.796608,-1.599572,0
8689,1324,0,1,-4.389757,3.571015,1
8689,1324,0,2,2.633710,-1.766269,0
8689,1324,0,3,-3.476642,1.470389,1
8689,1324,1,0,0.534786,-1.015703,0
8689,1324,1,1,0.653557,-1.578643,0
8689,1324,1,2,2.819916,-3.098659,0
8689,1324,1,3,-1.280184,0.061761,1
8689,1325,0,0,4.439302,-3.242517,0
8689,1325,0,1,4.012042,-3.176817,0
8689,1325,0,2,-1.027710,-0.055284,1
8689,1325,0,3,3.828179,-3.295116,0
8690,1326,0,0,3.589414,-3.750759,0
8690,1326,0,1,-2.759910,1.872229,1
8690,1326,0,2,4.170127,-3.715007,0
8690,1326,0,3,-1.064479,-0.564493,1
8690,1327,0,0,1.687109,-1.373371,0
8690,1327,0,1,4.943735,-3.453308,0
8690,1327,0,2,1.275129,-0.728090,0
8690,1327,0,3,7.272485,-5.566925,0
8691,1328,0,0,0.879374,-1.095763,0
8691,1328,0,1,-1.908035,1.344202,1
8691,1328,0,2,4.652476,-4.722960,0
8691,1328,0,3,6.658240,-5.234733,0
8691,1329,0,0,2.720354,-2.303051,0
8691,1329,0,1,2.819016,-2.119234,0
8691,1329,0,2,-0.156949,-0.422448,0
8691,1329,0,3,2.724047,-2.397308,0
8692,1330,0,0,2.303188,-2.151151,0
8692,1330,0,1,-3.546108,2.936149,1
8692,1330,0,2,-1.117890,0.016846,1
8692,1330,0,3,-6.815666,3.814363,1
8692,1331,0,0,4.127674,-3.418266,0
8692,1331,0,1,4.326729,-2.960160,0
8692,1331,0,2,-8.950904,6.486968,1
8692,1331,0,3,1.376865,-2.089774,0
8693,1332,0,0,1.263024,-1.601112,0
8693,1332,0,1,-4.246713,2.877824,1
8693,1332,0,2,5.800259,-5.143399,0
8693,1332,0,3,3.896669,-3.347652,0
8693,1333,0,0,2.708115,-2.511095,0
8693,1333,0,1,-0.998239,1.115808,0
8693,1333,0,2,-1.831375,1.036519,1
8693,1333,0,3,2.248974,-2.052090,0
8694,1334,0,0,2.642037,-2.106666,0
8694,1334,0,1,1.631822,-2.132206,0
8694,1334,0,2,-4.390696,1.976642,1
8694,1334,0,3,1.275930,-1.504412,0
8695,1335,0,0,2.644447,-2.631294,0
8695,1335,0,1,6.205332,-4.283140,0
8695,1335,0,2,3.157638,-3.436205,0
8695,1335,0,3,-6.227272,4.144209,1
8695,1336,0,0,1.356270,-1.819720,0
8695,1336,0,1,-0.622380,0.273700,0
8695,1336,0,2,-1.261461,0.590177,1
8695,1336,0,3,8.873550,-6.615547,0
8696,1337,0,0,0.914628,-0.502641,0
8696,1337,0,1,-0.703984,0.411326,0
8696,1337,0,2,0.730044,-0.849699,0
8696,1337,0,3,-6.870002,5.480506,1
8696,1338,0,0,-0.096716,-0.017381,0
8696,1338,0,1,1.762165,-1.664817,0
8696,1338,0,2,-8.627385,6.035053,1
8696,1338,0,3,-4.247739,2.608993,1
8696,1338,1,0,-0.772941,0.183271,0
8696,1338,1,1,2.123252,-2.516447,0
8696,1338,1,2,3.841449,-2.928945,0
8696,1338,1,3,-3.400265,2.085704,1
8697,1339,0,0,1.781028,-2.288741,0
8697,1339,0,1,-4.523402,2.755111,1
8697,1339,0,2,-1.628536,0.283055,1
8697,1339,0,3,-0.540449,-0.171546,0
8697,1339,1,0,-1.290064,-0.063031,1
8697,1339,1,1,0.673025,-0.742366,0
8697,1339,1,2,2.271031,-2.317152,0
8697,1339,1,3,1.497500,-1.547092,0
8697,1340,0,0,-2.975208,2.053529,1
8697,1340,0,1,0.510609,-1.043133,0
8697,1340,0,2,-1.227540,0.207620,1
8697,1340,0,3,2.311818,-2.087840,0
8698,1341,0,0,2.466458,-2.743237,0
8698,1341,0,1,0.435811,-0.733997,0
8698,1341,0,2,-8.405603,5.641731,1
8698,1341,0,3,5.111841,-4.840590,0
8698,1342,0,0,4.694223,-3.808012,0
8698,1342,0,1,-0.721635,0.487617,0
8698,1342,0,2,-1.798264,0.396082,1
8698,1342,0,3,-3.193305,1.196801,1
8699,1343,0,0,3.174729,-2.834960,0
8699,1343,0,1,3.009469,-3.085686,0
8699,1343,0,2,0.731000,-1.434090,0
8699,1343,0,3,-2.851113,1.383339,1
8699,1344,0,0,2.475041,-2.231862,0
8699,1344,0,1,3.006174,-2.876044,0
8699,1344,0,2,3.090857,-3.072034,0
8699,1344,0,3,5.225858,-4.302931,0
8700,1345,0,0,-0.096190,-0.243543,0
8700,1345,0,1,0.674226,-0.773233,0
8700,1345,0,2,-2.246319,1.344765,1
8700,1345,0,3,-3.008406,2.262992,1
8700,1346,0,0,4.123127,-3.495316,0
8700,1346,0,1,-4.951427,3.114831,1
8700,1346,0,2,4.718112,-4.361201,0
8700,1346,0,3,6.178380,-5.417612,0
8701,1347,0,0,3.338970,-2.892724,0
8701,1347,0,1,0.850001,-0.672107,0
8701,1347,0,2,5.021826,-3.471329,0
8701,1347,0,3,5.673446,-4.486856,0
8701,1348,0,0,2.835304,-2.166351,0
8701,1348,0,1,7.640341,-6.127675,0
8701,1348,0,2,-0.801085,1.297680,0
8701,1348,0,3,3.604146,-2.994798,0
8702,1349,0,0,4.616360,-3.840417,0
8702,1349,0,1,0.824108,-1.167295,0
8702,1349,0,2,0.700920,-0.021557,0
8702,1349,0,3,-0.567074,-0.506220,0
8702,1350,0,0,1.892733,-2.198938,0
8702,1350,0,1,0.012461,-0.869323,0
8702,1350,0,2,-0.783987,0.055311,0
8702,1350,0,3,8.309069,-6.386265,0
8703,1351,0,0,0.744217,-1.714114,0
8703,1351,0,1,-6.177902,3.132696,1
8703,1351,0,2,-5.957970,4.639915,1
8703,1351,0,3,-4.265986,3.564372,1
8703,1352,0,0,5.701087,-4.446784,0
8703,1352,0,1,-2.738870,2.226681,1
8703,1352,0,2,5.474858,-4.616922,0
8703,1352,0,3,-5.089726,2.940845,1
8704,1353,0,0,2.283775,-2.088337,0
8704,1353,0,1,-3.093660,2.065509,1
8704,1353,0,2,-5.385173,3.346852,1
8704,1353,0,3,0.852722,-0.713791,0
8704,1353,1,0,1.598186,-2.101416,0
8704,1353,1,1,5.965241,-4.434177,0
8704,1353,1,2,-3.721866,1.748612,1
8704,1353,1,3,2.197727,-2.721347,0
8704,1354,0,0,3.983774,-3.539547,0
8704,1354,0,1,-4.052416,1.100843,1
8704,1354,0,2,-0.370778,-0.654113,0
8704,1354,0,3,4.797123,-4.098338,0
8704,1354,1,0,5.960402,-4.393393,0
8704,1354,1,1,2.912007,-2.509417,0
8704,1354,1,2,1.564065,-1.931483,0
8704,1354,1,3,3.646639,-3.103881,0
8705,1355,0,0,0.104505,-0.258336,0
8705,1355,0,1,2.703044,-2.044675,0
8705,1355,0,2,0.293482,-0.528193,0
8705,1355,0,3,1.567728,-1.463847,0
8705,1356,0,0,5.362275,-4.383861,0
8705,1356,0,1,3.403725,-3.516229,0
8705,1356,0,2,3.798771,-2.574450,0
8705,1356,0,3,-0.794178,-0.386733,0
8705,1356,1,0,-3.846376,2.518515,1
8705,1356,1,1,-1.425872,0.671964,1
8705,1356,1,2,3.155565,-3.201663,0
8705,1356,1,3,-2.056269,0.965194,1
8706,1357,0,0,2.209133,-1.762038,0
8706,1357,0,1,7.859240,-6.080593,0
8706,1357,0,2,-1.974694,1.661995,1
8706,1357,0,3,-1.930081,0.981356,1
8706,1358,0,0,-0.064590,-1.194450,0
8706,1358,0,1,0.695353,-0.745149,0
8706,1358,0,2,3.866619,-2.894320,0
8706,1358,0,3,1.125914,-1.494957,0
8707,1359,0,0,6.187043,-4.747456,0
8707,1359,0,1,-2.717266,1.709020,1
8707,1359,0,2,2.140799,-2.320084,0
8707,1359,0,3,1.973260,-1.855337,0
8707,1360,0,0,-5.903441,3.957695,1
8707,1360,0,1,-1.647151,0.865144,1
8707,1360,0,2,5.865508,-4.987576,0
8707,1360,0,3,1.720771,-2.275002,0
8707,1360,1,0,5.689313,-4.284534,0
8707,1360,1,1,2.141776,-2.798220,0
8707,1360,1,2,3.449661,-3.438152,0
8707,1360,1,3,-5.585877,3.565826,1
8708,1361,0,0,3.576174,-4.040833,0
8708,1361,0,1,3.910045,-2.928622,0
8708,1361,0,2,1.328792,-1.752332,0
8708,1361,0,3,5.744154,-4.537255,0
8708,1362,0,0,2.494437,-2.207366,0
8708,1362,0,1,1.844935,-1.471421,0
8708,1362,0,2,-3.080997,1.753286,1
8708,1362,0,3,4.746061,-4.456645,0
8709,1363,0,0,4.056719,-3.534371,0
8709,1363,0,1,3.719880,-3.678656,0
8709,1363,0,2,1.492346,-1.811601,0
8709,1363,0,3,1.182052,-1.133231,0
8709,1364,0,0,1.582169,-1.806050,0
8709,1364,0,1,2.427312,-1.658520,0
8709,1364,0,2,3.544327,-3.080911,0
8709,1364,0,3,1.976644,-1.832884,0
8710,1365,0,0,-1.251279,0.793967,1
8710,1365,0,1,1.916088,-2.114030,0
8710,1365,0,2,-3.087061,1.614549,1
8710,1365,0,3,-8.384565,5.706144,1
8710,1366,0,0,-0.142507,-0.512573,0
8710,1366,0,1,0.744332,-0.635245,0
8710,1366,0,2,-1.176099,0.709200,1
8710,1366,0,3,-7.315212,5.228935,1
8710,1366,1,0,4.500325,-3.174076,0
8710,1366,1,1,1.272386,-0.890987,0
8710,1366,1,2,4.100636,-3.061412,0
8710,1366,1,3,2.049666,-1.613466,0
8711,1367,0,0,-5.472845,3.304712,1
8711,1367,0,1,1.141701,-0.950031,0
8711,1367,0,2,5.561891,-4.318421,0
8711,1367,0,3,2.613454,-2.460440,0
8711,1367,1,0,5.207732,-4.545626,0
8711,1367,1,1,4.360622,-3.873610,0
8711,1367,1,2,5.684258,-4.964159,0
8711,1367,1,3,-1.844648,0.130222,1
8711,1368,0,0,-0.144782,0.468851,0
8711,1368,0,1,-5.461930,3.627068,1
8711,1368,0,2,-4.753243,2.994468,1
8711,1368,0,3,0.764114,-0.821471,0
8711,1368,1,0,-3.616330,1.864923,1
8711,1368,1,1,-3.148879,1.472549,1
8711,1368,1,2,2.505071,-2.751981,0
8711,1368,1,3,0.526539,-0.099812,0
8712,1369,0,0,5.311738,-4.155973,0
8712,1369,0,1,8.581753,-6.243987,0
8712,1369,0,2,1.654532,-1.425278,0
8712,1369,0,3,-9.478717,6.292594,1
8712,1370,0,0,2.263434,-2.065166,0
8712,1370,0,1,1.578569,-2.242152,0
8712,1370,0,2,1.006186,-1.488782,0
8712,1370,0,3,0.137415,-0.582758,0
8713,1371,0,0,6.170273,-4.919960,0
8713,1371,0,1,3.136684,-3.062726,0
8713,1371,0,2,2.716076,-3.174799,0
8713,1371,0,3,-4.252130,3.278424,1
8713,1372,0,0,1.840872,-1.722523,0
8713,1372,0,1,-8.138124,4.953187,1
8713,1372,0,2,3.226575,-2.838481,0
8713,1372,0,3,4.236550,-3.596365,0
8714,1373,0,0,2.686508,-2.382518,0
8714,1373,0,1,1.150205,-1.201358,0
8714,1373,0,2,-0.780851,-0.001102,0
8714,1373,0,3,-7.132365,5.247280,1
8714,1374,0,0,2.276179,-2.575115,0
8714,1374,0,1,3.947985,-3.180551,0
8714,1374,0,2,1.427226,-0.041803,0
8714,1374,0,3,-3.331900,1.976673,1
8714,1374,1,0,1.613892,-1.142105,0
8714,1374,1,1,2.082221,-1.552284,0
8714,1374,1,2,-0.893521,-0.067078,0
8714,1374,1,3,-0.328925,-0.272928,0
8715,1375,0,0,4.638883,-3.918969,0
8715,1375,0,1,8.825294,-7.130616,0
8715,1375,0,2,7.517422,-5.190155,0
8715,1375,0,3,-3.825686,2.422190,1
8715,1376,0,0,1.797855,-2.177850,0
8715,1376,0,1,-6.794348,4.547317,1
8715,1376,0,2,-1.892051,1.710973,1
8715,1376,0,3,5.415907,-4.102832,0
8716,1377,0,0,7.265966,-5.587863,0
8716,1377,0,1,3.553336,-3.144710,0
8716,1377,0,2,-0.272732,-0.018816,0
8716,1377,0,3,0.846338,-0.691403,0
8716,1378,0,0,1.396663,-1.396540,0
8716,1378,0,1,-1.517820,0.885760,1
8716,1378,0,2,-2.609675,2.336638,1
8716,1378,0,3,0.156946,-0.805390,0
8717,1379,0,0,1.296570,-1.442933,0
8717,1379,0,1,-5.263347,2.948019,1
8717,1379,0,2,1.795434,-1.897413,0
8717,1379,0,3,-6.511474,3.924514,1
8717,1379,1,0,0.252823,-0.964727,0
8717,1379,1,1,-3.813468,2.424413,1
8717,1379,1,2,-2.110757,1.363593,1
8717,1379,1,3,-9.403382,6.259153,1
8717,1379,2,0,-1.337481,0.636788,1
8717,1379,2,1,2.524908,-2.155695,0
8717,1379,2,2,6.020142,-5.048511,0
8717,1379,2,3,-1.003614,0.649675,1
8717,1379,3,0,-2.418133,1.636147,1
8717,1379,3,1,0.783854,-0.572892,0
8717,1379,3,2,-0.460686,0.759780,0
8717,1379,3,3,-5.082633,2.920920,1
8717,1379,4,0,-4.289732,2.664303,1
8717,1379,4,1,-4.154220,3.062019,1
8717,1379,4,2,-7.359877,5.642601,1
8717,1379,4,3,-4.200211,3.734474,1
8717,1379,5,0,-0.823389,0.634074,0
8717,1379,5,1,-0.004343,-0.417238,0
8717,1379,5,2,2.156408,-2.270721,0
8717,1379,5,3,-4.422560,3.155454,1
8718,1380,0,0,4.190334,-3.479856,0
8718,1380,0,1,-7.923803,5.323017,1
8718,1380,0,2,0.236160,-0.858605,0
8718,1380,0,3,-2.223982,0.410212,1
8718,1380,1,0,6.273495,-4.973423,0
8718,1380,1,1,3.063079,-2.840314,0
8718,1380,1,2,-2.551713,1.299850,1
8718,1380,1,3,-3.516656,1.575853,1
8719,1381,0,0,4.896539,-4.743968,0
8719,1381,0,1,6.081728,-5.267179,0
8719,1381,0,2,6.254550,-4.866090,0
8719,1381,0,3,-1.178525,0.142184,1
8719,1382,0,0,2.546180,-2.239275,0
8719,1382,0,1,-0.824543,0.183813,0
8719,1382,0,2,4.108615,-3.483591,0
8719,1382,0,3,4.235360,-3.739348,0
8720,1383,0,0,4.209450,-3.806281,0
8720,1383,0,1,-0.160727,-0.308132,0
8720,1383,0,2,-0.307977,-0.271295,0
8720,1383,0,3,0.601803,-0.750356,0
8720,1384,0,0,-0.993414,0.432618,0
8720,1384,0,1,-1.811552,0.436195,1
8720,1384,0,2,6.425969,-5.237276,0
8720,1384,0,3,-6.160359,4.290516,1
8721,1385,0,0,1.048321,-1.221261,0
8721,1385,0,1,3.138338,-2.470030,0
8721,1385,0,2,1.945488,-2.386194,0
8721,1385,0,3,2.045177,-2.629342,0
8721,1386,0,0,0.426600,-0.325134,0
8721,1386,0,1,-1.460607,1.088228,1
8721,1386,0,2,-0.678610,0.027726,0
8721,1386,0,3,-8.075434,5.628129,1
8722,1387,0,0,-3.582272,2.367876,1
8722,1387,0,1,-4.297244,3.070568,1
8722,1387,0,2,-0.741651,0.259116,0
8722,1387,0,3,-4.482739,2.729174,1
8722,1387,1,0,0.283948,-0.875705,0
8722,1387,1,1,-3.074760,0.939246,1
8722,1387,1,2,-1.494539,0.123424,1
8722,1387,1,3,-0.905835,-0.420104,0
8722,1388,0,0,2.339528,-3.042482,0
8722,1388,0,1,6.900677,-5.708069,0
8722,1388,0,2,6.435837,-5.059922,0
8722,1388,0,3,5.552273,-5.091595,0
8722,1388,1,0,1.276199,-1.947383,0
8722,1388,1,1,3.013901,-3.015161,0
8722,1388,1,2,0.581941,-1.659805,0
8722,1388,1,3,2.861715,-3.109874,0
8723,1389,0,0,4.378057,-3.534820,0
8723,1389,0,1,5.132063,-4.004501,0
8723,1389,0,2,4.204572,-4.133405,0
