Image#,Crib#,Class 1 Value,Class 2 Value,Classification
8085,154,5.028564,-5.622272,0
8086,155,1.955514,2.758363,0
8086,156,5.873574,-6.534593,0
8087,157,5.116415,-5.602696,0
8088,158,6.212287,-6.957357,0
8088,159,5.390388,-5.971968,0
8089,160,1.874298,1.618281,0
8089,161,7.079572,-7.990072,0
8090,162,5.087867,-5.726004,0
8090,163,3.593819,-2.385251,0
8091,164,5.121204,-5.639479,0
8091,165,4.534271,-4.384739,0
8092,166,4.795126,-5.116294,0
8092,167,5.173204,-5.685494,0
8093,168,2.911052,-0.133730,0
8093,169,5.953093,-6.647451,0
8094,170,6.557366,-7.364595,0
8094,171,6.723964,-7.619202,0
8095,172,3.899662,-3.139353,0
8095,173,4.629314,-4.565789,0
8096,174,2.299416,1.236526,0
8096,175,4.861845,-5.255486,0
8097,176,5.343611,-5.934908,0
8097,177,6.167957,-6.872935,0
8098,178,4.975079,-5.324989,0
8098,179,6.008601,-6.830325,0
8099,180,2.700555,0.059102,0
8099,181,6.817121,-7.690909,0
8100,182,6.462675,-7.337741,0
8100,183,5.452300,-6.014475,0
8101,184,5.591902,-6.207595,0
8101,185,3.313479,-2.271497,0
8102,186,4.326633,-3.839486,0
8102,187,6.759511,-7.558789,0
8103,188,6.350574,-7.197205,0
8103,189,5.872349,-6.611515,0
8104,190,3.600245,-2.642086,0
8104,191,3.318181,-2.207652,0
8105,192,4.709116,-5.029932,0
8105,193,4.059334,-4.069804,0
8106,194,4.970677,-5.326676,0
8106,195,8.898186,-10.019469,0
8107,196,5.278611,-5.688545,0
8107,197,3.097072,-1.007273,0
8108,198,6.471458,-7.301827,0
8108,199,6.698349,-7.604688,0
8109,200,4.265718,-3.354117,0
8109,201,3.331021,-1.225425,0
8110,202,3.911240,-2.718624,0
8110,203,2.975244,-1.008973,0
8111,204,5.812381,-6.537671,0
8111,205,6.115789,-6.931877,0
8112,206,5.418931,-5.940130,0
8113,207,5.351835,-5.964950,0
8113,208,6.729478,-7.549460,0
8114,209,6.493186,-7.298872,0
8114,210,6.865134,-7.783587,0
8115,211,4.660285,-4.494579,0
8115,212,5.014958,-5.340312,0
8116,213,4.476243,-4.304459,0
8116,214,6.475813,-7.358229,0
8117,215,4.163693,-4.051012,0
8117,216,5.685830,-6.291200,0
8118,217,4.810493,-5.436781,0
8118,218,3.144208,-0.934274,0
8119,219,3.376603,-1.561062,0
8119,220,6.933395,-7.778602,0
8120,221,5.603364,-6.179088,0
8120,222,5.837131,-6.406133,0
8121,223,3.626163,-2.329756,0
8121,224,6.050738,-6.777444,0
8122,225,7.163404,-7.947556,0
8122,226,5.877205,-6.580998,0
8123,227,6.734451,-7.715869,0
8123,228,4.708098,-5.070368,0
8124,229,4.522685,-4.575011,0
8124,230,5.829701,-6.477203,0
8125,231,2.327978,-0.231338,0
8125,232,6.891694,-7.766536,0
8126,233,4.219033,-4.301916,0
8126,234,3.612958,-3.389237,0
8127,235,5.553949,-6.109474,0
8127,236,4.196707,-3.398919,0
8128,237,4.972663,-5.542767,0
8128,238,5.660250,-6.199642,0
8129,239,3.826015,-2.815606,0
8129,240,7.327492,-8.250755,0
8130,241,3.937358,-2.926615,0
8130,242,3.898329,-3.734673,0
8131,243,4.628193,-4.923997,0
8131,244,7.537644,-8.452742,0
8132,245,5.617532,-6.144591,0
8132,246,5.920356,-6.680403,0
8133,247,4.825499,-5.055957,0
8133,248,5.290628,-5.826723,0
8134,249,4.833994,-5.400942,0
8134,250,7.350239,-8.278051,0
8135,251,4.485452,-4.359894,0
8135,252,2.837278,-0.870185,0
8136,253,6.707624,-7.503191,0
8136,254,6.416969,-7.239017,0
8137,255,6.073242,-6.824991,0
8137,256,4.832766,-5.332019,0
8138,257,5.155818,-5.623611,0
8138,258,4.277709,-3.604027,0
8139,259,4.483092,-4.792250,0
8140,260,4.702606,-4.842427,0
8140,261,7.440153,-8.421508,0
8141,262,2.491178,1.120768,0
8141,263,5.570385,-6.294953,0
8142,264,6.307376,-7.127212,0
8142,265,5.308095,-5.904912,0
8143,266,5.316558,-5.869544,0
8143,267,3.832077,-3.540859,0
8144,268,4.127321,-3.731405,0
8144,269,6.119294,-6.870152,0
8145,270,1.933949,2.418688,0
8145,271,7.934178,-8.998784,0
8146,272,6.370486,-7.121699,0
8146,273,5.726271,-6.325078,0
8147,274,6.225187,-6.949647,0
8147,275,3.661118,-2.531799,0
8148,276,7.347717,-8.272285,0
8148,277,7.325674,-8.223780,0
8149,278,7.838437,-8.666719,0
8149,279,2.399678,0.825124,0
8150,280,7.015920,-7.905671,0
8150,281,8.476950,-9.584531,0
8151,282,3.093887,0.728279,0
8151,283,5.101182,-5.558466,0
8152,284,6.058987,-6.842962,0
8152,285,4.328293,-4.705370,0
8153,286,3.910096,-2.219764,0
8153,287,5.796131,-6.310211,0
8154,288,4.270337,-4.250331,0
8154,289,4.773778,-5.255110,0
8155,290,4.376372,-4.793150,0
8155,291,3.450010,-2.425509,0
8156,292,3.930068,-4.095376,0
8156,293,5.995062,-6.738574,0
8157,294,6.118039,-6.933447,0
8157,295,2.549487,-0.303750,0
8158,296,4.495116,-4.576428,0
8158,297,5.424044,-5.904076,0
8159,298,5.265172,-5.828087,0
8159,299,3.808152,-3.300326,0
8160,300,6.038699,-6.810677,0
8160,301,6.008877,-6.758010,0
8161,302,5.981878,-6.667641,0
8161,303,6.876917,-7.759235,0
8162,304,4.860548,-5.265200,0
8162,305,5.886940,-6.641074,0
8163,306,5.649102,-6.294162,0
8164,307,4.613483,-4.214788,0
8164,308,5.123290,-5.659666,0
8165,309,6.259729,-7.069293,0
8165,310,5.276495,-5.758740,0
8166,311,5.458660,-6.135724,0
8166,312,5.220854,-5.449489,0
8167,313,5.562938,-6.262203,0
8167,314,4.100552,-3.904135,0
8168,315,4.434543,-4.689341,0
8168,316,7.397440,-8.347293,0
8169,317,7.241026,-8.223233,0
8169,318,6.740032,-7.587235,0
8170,319,4.427764,-4.016350,0
8170,320,5.382044,-6.058801,0
8171,321,5.351245,-5.990087,0
8171,322,4.321540,-4.299425,0
8172,323,2.563324,1.169368,0
8172,324,5.776360,-6.473364,0
8173,325,4.122036,-3.718381,0
8173,326,3.573104,-1.649019,0
8174,327,0.266887,8.149177,0
8174,328,5.325268,-5.757336,0
8175,329,4.649047,-4.922145,0
8175,330,0.849114,6.489373,0
8176,331,4.843235,-3.969981,0
8176,332,6.676097,-7.584378,0
8177,333,6.563676,-7.493843,0
8177,334,7.826095,-8.812522,0
8178,335,5.346866,-5.449620,0
8178,336,6.000680,-6.440288,0
8179,337,3.335926,-2.172359,0
8179,338,5.991690,-6.611184,0
8180,339,6.533041,-7.354537,0
8180,340,6.477953,-7.217535,0
8181,341,6.020874,-6.758962,0
8181,342,5.925007,-6.105674,0
8182,343,5.329517,-5.770331,0
8182,344,7.472873,-8.421449,0
8183,345,4.909933,-5.352846,0
8183,346,5.652234,-5.904451,0
8184,347,8.086384,-9.149229,0
8184,348,7.573512,-8.394598,0
8185,349,4.539530,-4.346588,0
8185,350,4.723333,-4.826850,0
8186,351,7.698935,-8.562252,0
8186,352,5.899076,-6.379306,0
8187,353,5.138025,-5.139714,0
8187,354,5.702480,-6.298061,0
8188,355,7.164766,-8.127805,0
8188,356,7.435378,-8.342086,0
8189,357,7.322865,-8.132650,0
8189,358,7.316130,-8.219614,0
8190,359,7.522368,-8.396870,0
8190,360,7.575521,-8.484884,0
8191,361,3.792074,-3.163237,0
8192,362,7.929797,-8.897305,0
8192,363,-0.636412,9.745647,0
8193,364,6.318606,-6.914800,0
8193,365,7.801993,-8.722947,0
8194,366,4.620591,-4.870862,0
8194,367,6.909165,-7.774574,0
8195,368,5.670691,-6.205389,0
8195,369,6.776825,-7.657091,0
8196,370,3.139122,-1.829283,0
8196,371,3.240578,-2.378073,0
8197,372,6.748111,-7.543209,0
8197,373,6.705863,-7.522167,0
8198,374,6.335767,-7.142639,0
8198,375,0.905099,5.263753,0
8199,376,4.285077,-3.914130,0
8199,377,3.814134,-2.377137,0
8200,378,5.667763,-6.181071,0
8200,379,6.506040,-7.322650,0
8201,380,4.512785,-5.028063,0
8201,381,8.103364,-9.110546,0
8202,382,5.691251,-6.366634,0
8202,383,6.625064,-7.461365,0
8203,384,5.631723,-5.965617,0
8203,385,4.376007,-4.767511,0
8204,386,5.495675,-6.228636,0
8204,387,6.017356,-6.760990,0
8205,388,8.863613,-9.964512,0
8205,389,2.030746,0.778145,0
8206,390,1.377756,4.891734,0
8206,391,5.649900,-6.108194,0
8207,392,4.501842,-4.686271,0
8207,393,7.670524,-8.610763,0
8208,394,5.638663,-6.195055,0
8208,395,5.388615,-6.072039,0
8209,396,5.386990,-6.159255,0
8209,397,5.910094,-6.670958,0
8210,398,3.416914,-3.244033,0
8210,399,5.462865,-6.065986,0
8211,400,6.051430,-6.869275,0
8211,401,4.419229,-4.237281,0
8212,402,6.076539,-6.902847,0
8212,403,2.448622,-0.108843,0
8213,404,6.317245,-7.075582,0
8213,405,3.561487,-3.177032,0
8214,406,2.803744,-1.299980,0
8214,407,6.201673,-6.898048,0
8215,408,4.854834,-5.345721,0
8216,409,4.182365,-4.382176,0
8216,410,4.428028,-4.582228,0
8217,411,3.608552,-3.282156,0
8217,412,5.965830,-6.739704,0
8218,413,3.008745,-1.024669,0
8218,414,6.354518,-7.200751,0
8219,415,4.901628,-5.499880,0
8219,416,4.685689,-5.242062,0
8220,417,5.324086,-6.026844,0
8220,418,3.560641,-3.515352,0
8221,419,2.164776,0.336451,0
8221,420,7.228855,-8.181411,0
8222,421,8.307669,-9.379960,0
8222,422,4.549641,-5.111392,0
8223,423,5.925905,-6.620520,0
8223,424,4.908303,-5.474489,0
8224,425,4.429874,-4.548625,0
8224,426,5.597904,-5.962254,0
8225,427,3.701553,-2.785777,0
8225,428,7.032539,-7.896405,0
8226,429,3.847185,-3.358152,0
8226,430,6.191838,-6.975310,0
8227,431,5.760235,-6.360656,0
8227,432,5.457329,-6.034995,0
8228,433,4.930866,-5.478212,0
8228,434,3.559943,-3.430430,0
8229,435,3.236069,-1.900217,0
8229,436,6.755126,-7.644681,0
8230,437,6.350969,-7.087072,0
8230,438,5.719929,-6.548997,0
8231,439,3.708691,-3.202237,0
8231,440,5.225066,-5.720063,0
8232,441,5.213274,-5.850627,0
8232,442,5.857440,-6.593237,0
8233,443,5.076958,-5.568848,0
8233,444,1.714221,1.900974,0
8234,445,5.060108,-5.705394,0
8234,446,3.823740,-4.284670,0
8235,447,4.752314,-5.273199,0
8235,448,6.601857,-7.318364,0
8236,449,4.408516,-4.775365,0
8236,450,4.385747,-4.764206,0
8237,451,2.931768,-1.380797,0
8237,452,3.746771,-3.202590,0
8238,453,5.442917,-6.056593,0
8238,454,5.621464,-6.326708,0
8239,455,5.487286,-6.173424,0
8240,456,6.801261,-7.670800,0
8240,457,3.878198,-3.736049,0
8240,458,6.331748,-7.204112,0
8241,459,2.505615,0.255595,0
8242,460,4.095600,-4.392163,0
8242,461,4.788945,-5.336220,0
8243,462,1.580587,2.648327,0
8243,463,5.417826,-6.059137,0
8244,464,3.151702,-3.529915,0
8244,465,2.584737,-2.493336,0
8245,466,2.657102,-2.969903,0
8245,467,5.426586,-6.013888,0
8246,468,2.788867,-1.570661,0
8246,469,4.126135,-4.163010,0
8247,470,3.439833,-3.553506,0
8247,471,2.289290,-1.641243,0
8248,472,1.574966,-0.337250,0
8248,473,1.691272,-0.112422,0
8249,474,4.086521,-4.586698,0
8249,475,1.606065,3.744597,0
8250,476,6.405199,-7.121211,0
8250,477,5.498864,-6.075296,0
8251,478,6.089482,-6.875703,0
8251,479,5.989190,-6.720564,0
8252,480,4.829882,-5.404166,0
8252,481,5.041592,-5.686657,0
8253,482,5.597015,-6.255589,0
8253,483,6.595496,-7.447989,0
8254,484,3.796469,-3.442137,0
8254,485,4.837247,-5.430357,0
8255,486,3.937706,-3.689262,0
8255,487,6.031102,-6.859447,0
8256,488,4.405599,-4.523250,0
8256,489,5.665871,-6.281938,0
8257,490,6.199481,-6.947888,0
8257,491,2.893734,-2.296396,0
8258,492,4.807738,-5.359569,0
8258,493,5.155894,-5.689911,0
8259,494,4.233989,-4.692399,0
8259,495,5.113567,-5.668624,0
8260,496,5.716232,-6.452579,0
8260,497,5.420137,-5.852340,0
8261,498,1.350758,3.779501,0
8261,499,7.801746,-8.781863,0
8262,500,7.346139,-8.318981,0
8263,501,6.315881,-7.088936,0
8263,502,5.930339,-6.574445,0
8264,503,3.226405,-2.927050,0
8264,504,5.644385,-6.323331,0
8265,505,7.801035,-8.814781,0
8265,506,1.904603,2.159911,0
8266,507,6.389221,-7.198736,0
8266,508,4.386055,-4.568749,0
8267,509,6.499104,-7.237627,0
8267,510,6.759017,-7.599108,0
8268,511,2.242143,1.659626,0
8268,512,6.755492,-7.610285,0
8269,513,5.362826,-5.968832,0
8269,514,5.856761,-6.523328,0
8270,515,4.928030,-5.463542,0
8270,516,5.233757,-5.937217,0
8271,517,1.591343,3.427444,0
8271,518,5.496841,-6.128411,0
8272,519,6.980266,-7.887515,0
8272,520,4.698255,-5.133184,0
8273,521,3.562527,-2.884290,0
8273,522,3.625730,-3.968576,0
8274,523,4.334122,-4.823179,0
8274,524,2.920578,-1.185516,0
8275,525,2.985836,-2.059619,0
8275,526,6.979864,-7.817313,0
8276,527,-14.915466,61.149570,1
8276,528,-4.855794,24.445707,1
8277,529,4.130064,-4.435585,0
8277,530,3.628307,-4.040807,0
8278,531,4.062417,-4.567728,0
8278,532,3.851382,-3.201934,0
8279,533,2.907344,-0.992799,0
8279,534,4.203857,-4.616183,0
8280,535,-3.013426,15.817263,1
8280,536,-10.784119,45.739838,1
8281,537,5.819773,-6.585166,0
8281,538,1.523558,-0.925693,0
8282,539,1.582181,-0.165967,0
8282,540,4.385960,-4.980279,0
8283,541,-4.376135,19.523485,1
8283,542,-2.616445,10.889769,1
8284,543,-1.983140,8.676158,1
8284,544,-4.925539,21.542437,1
8285,545,-1.557465,9.236715,1
8286,546,1.582929,-0.626875,0
8286,547,3.323733,-3.357452,0
8287,548,3.729925,-4.220741,0
8287,549,1.019489,2.307731,0
8287,550,1.999683,-1.054471,0
8288,551,3.177307,-3.602718,0
8289,552,0.231221,3.312224,0
8289,553,3.268282,-2.972377,0
8290,554,1.928514,0.939680,0
8290,555,2.670697,-1.988882,0
8291,556,2.504191,-2.619689,0
8291,557,3.455249,-3.906354,0
8292,558,2.242445,-1.901791,0
8292,559,2.811594,-2.558815,0
8293,560,4.969709,-5.543303,0
8293,561,4.741687,-5.206944,0
8294,562,7.523488,-8.462839,0
8294,563,5.420043,-5.835292,0
8295,564,3.843521,-3.644388,0
8295,565,5.106625,-5.519073,0
8296,566,3.549537,-3.144416,0
8296,567,3.424067,-3.357021,0
8297,568,4.104957,-3.372241,0
8297,569,5.784770,-6.413541,0
8298,570,5.487088,-6.190315,0
8298,571,2.910244,-2.554452,0
8299,572,1.565003,-0.526189,0
8299,573,-1.207945,9.128364,1
8300,574,4.265182,-4.642971,0
8300,575,0.839263,4.838104,0
8301,576,1.425634,4.235333,0
8301,577,2.526314,-2.726882,0
8302,578,3.221518,-3.605837,0
8302,579,3.158631,-3.451565,0
8303,580,3.609034,-4.056757,0
8303,581,4.589362,-5.231471,0
8304,582,6.129313,-6.943484,0
8304,583,0.802584,3.691269,0
8305,584,-4.035872,17.006815,1
8305,585,-3.604699,15.068676,1
8306,586,1.747931,-1.445914,0
8306,587,4.118976,-4.620633,0
8307,588,3.778561,-4.076944,0
8307,589,2.254570,1.129782,0
8308,590,6.679605,-7.519237,0
8308,591,2.843812,-0.228948,0
8309,592,3.351647,-3.085103,0
8309,593,-1.909093,12.894035,1
8310,594,5.635375,-6.352951,0
8310,595,5.074275,-5.529193,0
8311,596,4.898538,-4.573231,0
8311,597,4.594107,-5.110566,0
8312,598,2.318688,-0.105879,0
8312,599,6.788815,-7.743125,0
8313,600,5.136500,-5.751582,0
8313,601,6.548839,-7.230844,0
8314,602,6.886207,-7.675619,0
8314,603,3.306835,-2.493651,0
8315,604,2.429596,-0.422819,0
8316,605,8.454515,-9.495005,0
8316,606,6.009122,-6.745704,0
8317,607,5.636409,-6.282876,0
8317,608,6.137521,-6.873396,0
8318,609,2.995013,-1.489712,0
8318,610,5.132245,-5.723176,0
8319,611,5.371506,-5.919677,0
8319,612,6.244109,-7.011307,0
8320,613,4.811466,-5.369661,0
8320,614,5.810616,-6.578676,0
8321,615,3.399259,-2.041475,0
8321,616,1.857731,2.089270,0
8322,617,5.114632,-5.576422,0
8322,618,4.301467,-3.980582,0
8323,619,7.506382,-8.514681,0
8323,620,3.825377,-3.766641,0
8324,621,2.647843,0.042496,0
8324,622,4.004368,-3.482296,0
8325,623,6.248295,-6.913265,0
8325,624,4.442330,-4.742067,0
8326,625,5.071270,-5.668021,0
8326,626,5.697653,-6.393177,0
8327,627,5.885724,-6.557239,0
8327,628,3.437944,-1.292549,0
8328,629,3.466367,-3.342942,0
8328,630,7.693969,-8.700313,0
8329,631,4.186325,-3.573469,0
8329,632,5.834391,-6.519236,0
8330,633,5.530890,-6.192259,0
8330,634,5.608857,-6.178311,0
8331,635,4.513305,-4.738992,0
8331,636,6.118324,-6.853428,0
8332,637,7.693779,-8.600195,0
8332,638,7.188594,-8.048371,0
8333,639,6.053362,-6.765810,0
8333,640,4.747929,-4.970668,0
8334,641,5.486569,-6.176933,0
8334,642,4.502162,-5.056051,0
8335,643,3.405259,-2.218048,0
8335,644,4.416805,-3.977153,0
8336,645,5.212744,-5.933383,0
8336,646,5.812666,-6.375724,0
8337,647,6.259319,-6.970778,0
8337,648,4.043963,-4.078442,0
8338,649,4.469600,-4.786592,0
8338,650,3.058538,-1.524311,0
8339,651,2.283596,0.409152,0
8339,652,8.034350,-9.092817,0
8340,653,4.297803,-3.678720,0
8340,654,5.991571,-6.682156,0
8341,655,6.871162,-7.786969,0
8341,656,4.850320,-5.353531,0
8342,657,4.774489,-5.308331,0
8342,658,4.954449,-5.503743,0
8343,659,5.450941,-6.139442,0
8344,660,5.907328,-6.571167,0
8344,661,2.818633,-1.231804,0
8345,662,6.734494,-7.562242,0
8345,663,7.449112,-8.375225,0
8346,664,7.856819,-8.859786,0
8346,665,6.092544,-6.877679,0
8346,666,1.733577,0.730492,0
8347,667,2.561049,-2.460128,0
8348,668,3.378273,-3.706133,0
8348,669,4.259928,-3.854947,0
8349,670,7.357111,-8.369388,0
8349,671,4.870653,-5.426171,0
8350,672,4.731056,-5.319412,0
8350,673,-0.309009,8.956820,0
8351,674,6.825092,-7.765926,0
8351,675,6.589320,-7.464511,0
8352,676,8.388553,-9.497447,0
8352,677,4.736537,-4.044527,0
8353,678,5.374849,-5.185589,0
8353,679,3.179063,-1.542708,0
8354,680,9.068926,-10.295135,0
8354,681,5.525394,-6.116412,0
8355,682,8.084182,-9.072062,0
8355,683,2.896151,-1.680006,0
8356,684,3.483099,-1.913154,0
8356,685,4.548607,-4.925721,0
8357,686,5.601928,-6.183758,0
8357,687,6.638103,-7.497375,0
8358,688,4.761673,-4.855064,0
8358,689,4.256990,-3.994947,0
8359,690,5.570724,-6.274254,0
8359,691,5.249846,-5.533892,0
8360,692,7.184055,-8.093784,0
8360,693,6.078585,-6.864525,0
8361,694,6.165992,-6.934010,0
8361,695,4.664507,-5.099201,0
8362,696,4.198236,-4.450510,0
8362,697,5.151971,-5.635933,0
8363,698,5.830220,-6.561489,0
8363,699,2.145287,1.009158,0
8364,700,5.445217,-6.065092,0
8364,701,8.077767,-9.107199,0
8365,702,5.204164,-5.758271,0
8365,703,6.897688,-7.833066,0
8366,704,4.962987,-5.584120,0
8366,705,2.314081,-1.442909,0
8367,706,-1.905821,8.542452,1
8368,707,3.961390,-3.375547,0
8369,708,4.074612,-3.985518,0
8370,709,3.768218,-2.837986,0
8371,710,6.034056,-6.769996,0
8372,711,1.400002,4.879954,0
8373,712,5.728132,-6.234385,0
8374,713,3.630456,-3.154135,0
8375,714,5.303322,-5.876108,0
8376,715,6.926539,-7.753823,0
8376,716,3.306936,-2.705731,0
8377,717,4.749789,-5.094700,0
8377,718,4.852270,-5.062155,0
8378,719,5.352563,-6.037791,0
8378,720,6.252590,-6.944026,0
8379,721,3.735971,-3.449375,0
8379,722,7.493523,-8.407238,0
8380,723,6.270858,-6.967982,0
8380,724,5.704471,-6.342909,0
8381,725,7.723070,-8.673420,0
8381,726,5.439485,-6.004432,0
8382,727,5.136992,-5.270277,0
8382,728,7.923548,-8.898537,0
8383,729,6.404436,-7.214154,0
8383,730,5.924292,-6.708972,0
8384,731,6.331390,-7.077971,0
8384,732,8.270339,-9.252944,0
8385,733,4.645068,-4.563266,0
8385,734,5.544566,-6.166493,0
8386,735,2.971847,0.177627,0
8386,736,6.863595,-7.645034,0
8387,737,4.830170,-4.787721,0
8387,738,6.685399,-7.428128,0
8388,739,3.367778,-2.068659,0
8388,740,7.710948,-8.712746,0
8389,741,6.635677,-7.509949,0
8389,742,7.780841,-8.735019,0
8390,743,4.742905,-5.011138,0
8390,744,6.763975,-7.587303,0
8391,745,6.129801,-6.904606,0
8391,746,5.332531,-5.934649,0
8392,747,3.826945,-3.387147,0
8393,748,5.433566,-5.936351,0
8393,749,2.997862,-0.627002,0
8393,750,5.885338,-6.629465,0
8394,751,5.903001,-6.586676,0
8395,752,6.591078,-7.469327,0
8395,753,6.615559,-7.288515,0
8396,754,5.079648,-5.534293,0
8396,755,7.025163,-7.825228,0
8397,756,8.559308,-9.510897,0
8397,757,8.878555,-9.947868,0
8398,758,7.649977,-8.494522,0
8398,759,5.369011,-5.730181,0
8399,760,6.023221,-6.452527,0
8399,761,4.630100,-4.033330,0
8400,762,6.690060,-7.376933,0
8400,763,7.054760,-7.917153,0
8401,764,7.232117,-8.202382,0
8401,765,4.911213,-4.950713,0
8402,766,5.444629,-5.956461,0
8402,767,5.485454,-6.138262,0
8403,768,6.332418,-7.060374,0
8403,769,4.379285,-4.127603,0
8404,770,3.565927,-1.442880,0
8404,771,6.556144,-7.360830,0
8405,772,5.653734,-6.274641,0
8405,773,0.622779,7.141016,0
8406,774,5.662942,-6.224651,0
8406,775,6.501851,-7.297952,0
8407,776,6.951115,-7.854177,0
8408,777,5.413117,-5.929367,0
